smiles,Transfer_Learning,Index,UMAP_1,UMAP_2,PCA_1,PCA_2,TNSE_1,TNSE_2
COc1ccc(C2Nc3ccccc3C(=O)N2Cc2ccco2)cc1CN1C(=O)c2ccccc2C1=O,Pre-Training_Dataset,122269,11.801048,9.53449,-0.2350601376011294,-1.2290127781800053,-17.111263,-17.034
Cc1ccc(C(=O)NC2C3(C)CCC(C3)C2(C)C)cc1S(=O)(=O)N1CCOCC1,Pre-Training_Dataset,863989,13.482979,13.964326,1.5573757398684476,1.5160647020070332,-13.249511,20.678526
COc1ccc(-c2nnc(NC(=O)C(C)NC(=O)C=Cc3ccccc3)s2)cc1,Pre-Training_Dataset,434916,13.713399,10.256401,-1.9871768206375393,0.036398210156145715,12.939741,6.1038547
CC(c1nc(-c2ccccc2Cl)no1)C(N)C(=O)N1CCCC1,Pre-Training_Dataset,1301407,12.315873,13.21228,0.9679738228182017,0.3204340754637364,-23.514254,20.258099
CNC(=O)c1nc2c(s1)CCN(C(=O)c1ccc(OC)cc1)CC2,Pre-Training_Dataset,854024,11.449723,13.415078,-0.4361201217316737,0.6283638720217871,-15.593143,5.540559
Cc1ccc(C(C(=O)NC(C)(C)CN2CCCC2)N(C)C)cc1,Pre-Training_Dataset,400170,12.698545,12.720224,0.7612058978666653,0.7842086603641176,5.265245,9.5271
O=S(=O)(NCCNc1cc(-n2cccn2)ncn1)c1cccs1,Pre-Training_Dataset,1325229,14.266999,12.005909,-0.047117482414678766,-0.48796726426426373,25.467829,9.62068
CCCCn1cc2c(nc(NC(=O)Nc3ccc(N(CCCl)CCCl)cc3)n3nc(-c4ccco4)nc23)n1,Pre-Training_Dataset,205409,12.897617,11.126495,-0.3054429938660983,0.8699476702717848,-7.457864,-9.775928
COc1ccccc1-n1ccnc(SCC(=O)NCc2ccccc2Cl)c1=O,Pre-Training_Dataset,4439,12.390048,11.615341,-0.9967168624185355,0.38786583293870847,-4.711342,-11.305946
NS(=O)(=O)c1cn(-c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])ccc1=O,Pre-Training_Dataset,973325,14.637267,13.468209,0.3771698386520364,-1.227428782273934,15.073941,14.621466
COc1cncc(N2CC3CNC3C2)c1,Pre-Training_Dataset,1419366,11.696595,12.158956,0.3998860250412958,-1.1779132152324443,-20.053238,4.3321466
O=C(CBr)COC(=O)c1ccccc1,Pre-Training_Dataset,1590988,11.54251,10.624849,-0.8103059412214816,-0.18828559906855605,-4.8646965,-6.72344
Cc1nn(C)c(N(C)C)c1CNCc1ccccc1Cn1cccn1,Pre-Training_Dataset,1055785,13.214958,11.28259,0.1396112329481638,-0.9385989458215653,26.641848,7.902728
O=C(COc1ccc(Br)cc1)NCC(=O)Nc1ccc(F)cc1,Pre-Training_Dataset,385846,14.40384,12.262239,-1.2533880290542898,0.9013697157063119,-12.86908,11.990888
O=C1C(N2CCCC2)=C(N2CC2)C(=O)C(N2CCCC2)=C1N1CC1,Pre-Training_Dataset,788353,12.591274,13.0016575,1.5073433004570072,-0.7547515382655557,4.140913,8.072257
CC12CCC(=O)C=C1CCC1C2=CCC2(C)C1CCC2(O)C(=O)CO,Pre-Training_Dataset,148626,10.065948,11.493246,0.8992142662652262,-0.1676392378886119,21.440468,-19.356194
Cn1cc2c3cc(Cl)ccc3nc-2c2ccccc21,Pre-Training_Dataset,1292045,12.724503,10.957441,0.10647107035583137,-1.5302924080068918,0.93387735,-2.7536561
Cc1c(OCc2ccccc2)ccc2c(=O)nc(N3CCOCC3)oc12,Pre-Training_Dataset,1275602,12.322709,14.04056,0.736053201951317,-0.5569905242472959,4.6951127,13.389963
FC(F)(F)c1cccc(C#Cc2ccc3nnc(-c4ccncc4)n3c2)c1,Pre-Training_Dataset,140445,13.308698,12.282452,0.1655489760003244,-1.411716134193616,4.582368,-13.831294
CC(Oc1ccccc1Cl)C(=O)N(CC1CCCN1)c1ccccc1Cl,Pre-Training_Dataset,1055627,11.224626,12.132534,0.25413215072896167,0.19399154290635615,7.458537,-17.734877
CC(Oc1cccc([N+](=O)[O-])c1)C(=O)NCCC1=CCCCC1,Pre-Training_Dataset,537268,14.554018,13.122706,-0.630490537903682,0.6095924022984005,-20.57176,16.27329
O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,Pre-Training_Dataset,1041452,12.511693,9.251711,0.1878342172583921,-1.4453048895617782,9.176023,-0.782243
Cc1ccccc1Oc1cccc(COc2ccccc2CCC(=O)OCCCOP(=O)(O)OCC(N)C(=O)O)c1,Pre-Training_Dataset,1510872,11.767575,10.272244,-1.6550127757118882,0.05185582618065297,-3.694664,-4.045142
CC(=O)NS(=O)(=O)c1ccc(NC(=O)C2c3ccccc3Oc3ccccc32)cc1,Pre-Training_Dataset,713591,14.531731,12.534964,-0.46560609494015337,0.7993807017128456,-6.3756104,2.35454
C=C1CCC2C(C)(C=O)C(=O)CCC2(C)C1CC=C1C(=O)OCC1O,Pre-Training_Dataset,697822,9.976496,11.448635,1.2903539212874595,-0.6732458883046484,10.471225,-5.7720876
COCc1cc(CN(C)C(C(=O)O)c2cc(C)c(OC)c(C)c2)n[nH]1,Pre-Training_Dataset,547109,13.49795,9.674972,-1.0622980850735564,-0.38503940140487336,15.06792,-6.725904
CC(=O)c1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)[nH]c2c(F)ccc(F)c2c1=O,Pre-Training_Dataset,404580,13.504732,12.339679,-0.38287046628092736,0.04113153515285382,19.980892,-5.7476144
Nc1nc(=O)n(C2OC(CO)C(O)C2Cl)cc1Br,Pre-Training_Dataset,389876,10.246242,10.296576,0.8244952520338565,-0.9454614280995686,15.118186,-29.256672
COc1ccccc1CNCC(O)c1ccccc1C(F)(F)F,Pre-Training_Dataset,901048,13.821367,9.857879,-1.1537500604566258,-0.5944100772455633,5.7419853,-3.678786
CCOCCn1c(COc2ccccc2)nc2ccccc21,Pre-Training_Dataset,477793,12.4348345,10.647231,-0.21174478056089,-1.418679267495258,0.4062657,2.1881886
COc1cc(CCN2C=CC=C3C2=Nc2ccccc2OS3(=O)=O)cc(OC)c1OC,Pre-Training_Dataset,392820,13.449767,9.183707,-0.6251323773106617,-0.9736523755090788,19.604755,1.8733803
Nc1ccc2c(N3CCN(CCC4CCC(NC(=O)c5ccco5)CC4)CC3)nsc2c1,Pre-Training_Dataset,1526286,12.308048,13.136547,1.2861576734597602,1.3899223893769406,-9.517476,28.440212
S=P([S-])(NCc1ccccc1)c1ccc(Oc2ccccc2)cc1.[NH3+]Cc1ccccc1,Pre-Training_Dataset,777906,12.85641,10.584315,-0.8235348276016248,-0.97212565416677,-0.2737772,-8.959263
Cc1c2c(nn1C)CC(C)(C)c1cnc(Nc3ccccc3)nc1-2,Pre-Training_Dataset,999690,14.944822,11.047276,0.4259049469982443,-0.9257395315395668,25.50829,-9.961922
CCCC(=O)c1cnn(-c2ccc(NC(=O)c3cn(CC(=O)N4CCN(C)CC4)c4ccc(C)cc34)cc2)c1C,Pre-Training_Dataset,478431,13.062939,12.937908,0.38530879493439935,1.7486361357968185,-9.412192,-6.9386477
CC12CCC3(OCCO3)C(OC(=O)c3ccccc3)=C1CCC21OCCO1,Pre-Training_Dataset,637847,11.166088,11.050373,0.06588945131754155,-0.027843272174897828,-16.755724,-10.650335
O=C(NC1C2CC3CC1CC(O)(C3)C2)c1cnn2cccnc12,Pre-Training_Dataset,243018,12.582885,12.571073,0.7341490486620109,0.37066383563758515,-6.3947306,-15.926433
CC(C)c1nn(-c2ccc(C(N)=O)c(Nc3ccc(N4CCOCC4)cc3)c2)c2nccc(-c3cnc4ccccc4c3)c12,Pre-Training_Dataset,731445,13.045929,13.684741,0.5843546367669442,0.7705148395648745,-12.902154,-1.9198292
COc1ccc(NC(=Nc2ccc(OCCCN3CCCC3)cc2)c2ccccc2)cc1,Pre-Training_Dataset,449724,12.242515,12.647783,-0.3376195263204287,0.7713771808267709,-10.382565,8.7314825
CCC1(C)CC(=O)N(Nc2ccccc2)C1=O,Pre-Training_Dataset,973761,11.836042,10.983013,0.43621055477309295,-0.4098772641893318,2.6204054,-7.543523
N=C(NCCCc1c[nH]cn1)NCCC(c1cccc(C(F)(F)F)c1)c1ccccn1,Pre-Training_Dataset,573116,13.510004,12.123753,-0.407145794084593,-0.3252860887396788,-12.8799925,-12.726176
Cc1ccccc1OCC(=O)OCC(=O)Nc1ccc(Cl)cn1,Pre-Training_Dataset,881085,13.808032,11.641454,-1.1517255059581353,0.4776454999533071,-14.071904,0.010620438
CCOc1ccccc1N(CC(=O)Nc1ccc(OC)c(OC)c1)S(=O)(=O)c1ccccc1,Pre-Training_Dataset,469080,13.793887,10.893396,-2.170636561936152,0.9504517198757432,-16.840637,-4.4710197
O=C(NC1CN(Cc2cccc(F)c2)CC1O)c1cscn1,Pre-Training_Dataset,120541,11.610943,12.985404,0.5172044723084719,0.9832839690266948,0.06262595,17.600866
CC(C)N=C(S)NN=C1CCCCCCCCCCC1,Pre-Training_Dataset,1543415,11.713112,12.668885,0.35816634402295805,-0.5437912659099987,11.065135,-6.94159
Cc1ccc(NC(=O)N2CCC(=O)N2)cc1,Pre-Training_Dataset,285173,13.089798,12.952013,0.4394130011440476,0.8555051986109822,-5.7945337,9.395135
Cc1ccc(-c2c(C(=O)NN=Cc3ccc(C)o3)nnn2-c2nonc2N)cc1,Pre-Training_Dataset,1383065,13.7062845,12.632591,-0.3705433743869193,-0.05594361966671933,16.848316,11.118923
CC(=O)N(Cc1ccccc1)CC1CCN(Cc2ccc(Cl)cc2)CC1,Pre-Training_Dataset,977676,11.128906,12.879144,1.201577958554806,0.7488121168867682,0.2687344,20.740702
COc1ccc(NS(=O)(=O)c2cc(NC(=O)c3cncc(Br)c3)ccc2OC)cc1,Pre-Training_Dataset,114162,14.010561,11.035567,-2.3085686067855145,0.972252334748174,-15.728201,-3.0270703
O=C(CSc1ccccn1)N1CCCC(Nc2ccc(F)c(F)c2)C1,Pre-Training_Dataset,1377543,11.692892,13.20543,1.2162616321411681,1.403975562579106,-25.836487,6.404568
CC(=O)Nc1ccc(C=NNC(=O)CC2CCCCC2)cc1,Pre-Training_Dataset,305455,13.707974,12.576577,0.17522752816153486,1.2592869834883915,-6.196505,8.648781
COCCC(=O)N1CCC2(CCN(Cc3cccc(F)c3)CC2)CC1,Pre-Training_Dataset,82278,11.464997,12.84765,0.4721955488600245,0.7811986873010425,0.12659347,17.74618
CC(N)Cc1ccccc1Sc1ccccc1,Pre-Training_Dataset,309588,13.889778,9.348949,-0.2533736839575825,-1.395482832455415,6.872671,-7.74606
CC(CCN(C)C)c1ccc2ccccc2c1,Pre-Training_Dataset,1458546,12.422927,10.266395,-0.37070533814928164,-1.3700791834104735,-0.6383051,-2.32995
CN(C)c1ccc(N2C(=NC(=O)c3ccccc3)SC3CS(=O)(=O)CC32)cc1,Pre-Training_Dataset,1028835,11.382083,11.776629,0.5760786628286472,0.07973760444566942,3.587441,-17.67968
CCOC(=O)c1cc(OC)c(OC)cc1NC(=O)c1cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c1,Pre-Training_Dataset,1115574,13.864482,10.507657,-1.9405381219596667,0.764102188218997,-13.020735,-5.383652
Cc1cc(NC(=O)Cn2cc(C#N)c(=O)c3cc(Br)ccc32)no1,Pre-Training_Dataset,1127471,10.99592,13.310105,-0.13869166416162412,0.2988119444675565,-7.427253,10.952044
COc1ccc2c(c1)C(c1ccccc1)OC21CCN(CCCC(=O)c2ccc(F)cc2)CC1,Pre-Training_Dataset,1444899,11.51652,12.458589,0.4141552107771177,0.7228825229362891,-5.974268,15.213443
O=C(NCc1ccccn1)c1ccccc1OCc1ccc(Cl)cc1Cl,Pre-Training_Dataset,567692,13.524826,10.942205,-1.2741681485242882,0.4175703173777488,-5.7963533,-2.9006479
FC(F)(F)c1ccc(Cl)cc1CNc1nc(Nc2cc(Cl)cc(Cl)c2)n[nH]1,Pre-Training_Dataset,254054,14.603182,11.684583,-0.18749637463355665,-0.9156189219663017,8.708424,-14.360119
CCCCCCCCc1ccc(CCC(N)CC(O)P(=O)(O)O)cc1,Pre-Training_Dataset,1137248,11.143375,10.147492,-0.404663595014177,-0.4425309196830485,9.17636,-12.475635
CC(C)C(N)C(=O)N1C2CCC(CC2)C1C(=O)NC(C(=O)C(F)(F)F)C(C)C,Pre-Training_Dataset,534251,10.965951,11.833675,0.8945507062860643,0.5599544056138206,11.924164,-9.087937
COc1ccc(Nc2cc(C(=O)NCCCN(C)c3ccccc3)c3ccccc3n2)c(OC)c1,Pre-Training_Dataset,521730,13.387316,11.349133,-1.9463389630185914,0.2532166558754823,-17.417168,0.10198486
COc1ccc(C(=O)NC2CCN(C(S)=Nc3cc(C)cc(C)c3)CC2)cc1,Pre-Training_Dataset,1120751,12.333835,12.87279,-0.10411631851878453,1.2075232343717166,-15.291639,5.900541
N#Cc1ccc(Nc2nccc(OCc3ccc(Br)cc3)n2)cc1,Pre-Training_Dataset,1212968,14.721101,10.773828,-0.6572459912597138,-0.9544775767553143,1.2579457,-11.513936
Fc1cc(F)c(F)c(OC(c2ccccc2)C2CCNC2)c1F,Pre-Training_Dataset,796517,10.966302,12.155625,0.47593631049227403,-0.9852988403476115,14.70622,-5.8587017
COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)N(C)CCO)cc3)sc2n1,Pre-Training_Dataset,1180888,13.877392,13.320108,-0.2583301157877822,0.8053636132094047,6.9890695,-25.364708
CCOCCSc1nnc2nc(C)cc(C)n12,Pre-Training_Dataset,1375392,13.016759,11.414292,-0.1345784079856294,-1.3444281565236114,7.777839,-7.08013
CNC(=O)c1cccc(Nc2ncnc(NCCCOc3cccc(F)c3)n2)c1,Pre-Training_Dataset,1232,14.472722,11.540195,-1.508659163235095,0.6799572775982743,-3.896721,-18.477318
CC1COc2ccccc2C1=O,Pre-Training_Dataset,788998,11.454315,11.006877,0.7857626243124847,-1.1685160268442627,5.0632563,-1.8494703
CN1CCC23c4c5ccc(O)c4OC2C(=NN)CCC3(O)C1C5,Pre-Training_Dataset,941892,10.415443,12.381698,1.5246474539606467,-0.4291880979465271,25.798868,20.397114
O=C(O)c1ccc2c(c1)CC(CNS(=O)(=O)c1ccc(Cl)cc1)C2,Pre-Training_Dataset,483661,14.473513,12.666886,0.151936431177452,0.740104719781125,-5.665209,3.6927924
CC(=NNS(=O)(=O)c1ccc(C)cc1C)c1ccc2c(c1)OCO2,Pre-Training_Dataset,375526,13.800843,13.053664,-0.057111127578751295,0.07824142566862305,-12.552167,4.3571377
Cc1cccc(-c2nccn2-c2cccc(CC(=O)O)c2)n1,Pre-Training_Dataset,94977,12.490059,11.013498,-0.33040074723706525,-0.12704255868637226,-5.806777,-14.383365
CCN(CC(=O)Nc1c(F)cccc1F)C(=O)c1ccc(S(=O)(=O)N2CCCC2)cc1,Pre-Training_Dataset,71660,13.7150955,13.76237,0.36378159791647274,1.6433742862550431,-11.231939,17.482555
COc1ccc(-c2cc(F)c(O)c(C=O)c2)cn1,Pre-Training_Dataset,651787,13.771572,9.912296,-0.8776169118959154,-1.1281775698070118,18.732143,-12.998047
CCOc1ccc2nc(NCCCNS(=O)(=O)c3ccc(C)cc3)c(C#N)cc2c1,Pre-Training_Dataset,1385146,14.726263,12.3082075,-1.0724095014092865,-0.6896562695044008,-16.430002,12.531379
COc1ccc(CN=C(S)N2CCN(c3ncnc4cc(OC)c(OC)cc34)CC2)cc1,Pre-Training_Dataset,577972,11.896252,13.395613,-0.39695887089619014,-0.25998322717724015,0.9965182,10.903393
Cc1ccc(-c2cccc(C(=O)N3CCCC(C)(C)C3)n2)cc1F,Pre-Training_Dataset,881464,11.158701,13.412534,1.0122336504101224,0.018885619431157758,-7.7396035,18.21518
Cc1ccc2c(O)c(Cc3c(O)c4ccc(C)c(C)c4oc3=O)c(=O)oc2c1C,Pre-Training_Dataset,376696,12.5765705,9.189994,-0.006858036220608564,-1.021802574148816,9.680194,-0.6132898
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(OC=O)c3ccccc3)C2SC1,Pre-Training_Dataset,1472126,12.210123,11.980404,0.40735676585357905,0.4225052593309965,-27.458427,-20.357418
CCCCCCCCc1ccc(COC2CNC(C)C2)cc1,Pre-Training_Dataset,1010182,11.13871,10.339724,0.23608546027501037,-1.004718152346387,8.97675,-12.366441
CCc1cccc(C(C)C(=O)O)c1,Pre-Training_Dataset,424222,11.81075,10.432015,-0.6845733128148269,-0.15372285953263776,-3.6524699,-4.4178624
O=C(NCCCCN1CCOCC1)Nc1ccc(-c2cccnc2)cc1,Pre-Training_Dataset,953830,12.80521,13.984398,0.8638024834630554,1.4187122615743089,4.3062387,26.924433
Nc1nc(O)c(N=Nc2ccccc2)c(C(=O)O)n1,Pre-Training_Dataset,1162344,13.169463,10.64988,-0.40674011953839717,-0.8272456886898846,2.1067417,-14.417022
COc1ccc(-c2nn(-c3ccccc3)cc2C=NNc2ccc(Cl)c(C(=O)O)c2)cc1OC,Pre-Training_Dataset,1021769,14.033352,10.034152,-1.5202769897351827,0.1450986349860277,-0.97104365,-3.8292067
C[S+](CCCc1c[nH]c2ccccc12)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,Pre-Training_Dataset,207833,10.180707,10.278292,0.37839052217212105,-1.2269110819770304,14.657393,-31.642754
O=[N+]([O-])c1cccc(-c2ccc(C=NNc3nc(N4CCCCC4)nc(N4CCCCC4)n3)o2)c1,Pre-Training_Dataset,1032258,14.669615,13.476481,0.8707608781154647,-0.5909853805963521,16.073065,15.269361
CCCCCC(O)C=CC=CCCCCCCCCCC(=O)O,Pre-Training_Dataset,1164980,11.102967,10.017052,-0.3197915945147355,-0.4137854021461775,11.272291,-11.66386
COc1ccc(-c2ccc(C)cc2F)cc1C(CC(=O)O)c1ncc(C)s1,Pre-Training_Dataset,749377,13.805982,9.980407,-1.4463363809949004,-0.4477859483247266,15.95727,-4.8059826
CCN1CC=C(c2cc3c(-c4cccc(N5CCOc6cc(C7CC7)cc(F)c6C5=O)c4CO)ccnc3[nH]2)CC1,Pre-Training_Dataset,1009490,12.138422,13.649534,1.6275200554299234,0.1722824825429883,-20.226454,27.844086
O=C(Cc1cccc2ccccc12)NCC1OC(n2cnc3c(NCc4ccc(Oc5ccccc5)cc4)ncnc32)C(O)C1O,Pre-Training_Dataset,70257,10.1832905,10.307006,-0.7016251611357452,0.26235026566087194,13.41252,-32.189007
COc1ccc2c(c1)C(=O)c1c-2c(N2CCN(C(=O)CN3CCOCC3)CC2)nc2ccccc12,Pre-Training_Dataset,696284,12.21044,13.616626,0.28925304686306813,0.20964561617584063,4.110214,16.03838
O=C(Nc1cccc(-c2n[nH]c3ccc(-c4nc[nH]n4)cc23)c1)c1ccoc1,Pre-Training_Dataset,674315,14.656936,10.741177,-1.3620381059956923,0.5421835101886774,-12.622829,-20.406527
N#Cc1cccc2c1OCC(c1nc3ccc(-c4ccnc(N)n4)cc3[nH]1)C2,Pre-Training_Dataset,935687,15.22303,11.039267,0.7589308125760474,-1.760853541005436,1.081871,-17.109646
O=C(NC(=O)c1ccccc1Cl)Nc1nc2ccc(S(=O)(=O)CCN3CCCC3)cc2s1,Pre-Training_Dataset,1596716,13.862457,13.392492,0.5227258798345054,1.5016923833953657,-14.961581,18.833885
O=C(Oc1cccnc1O)c1ccco1,Pre-Training_Dataset,675631,11.794424,9.601639,-0.6754378861944195,-0.4802671444830455,-16.20271,-15.503295
N#Cc1ccc(OCCCOc2ccc(-n3cccc3)cc2)cc1,Pre-Training_Dataset,742441,12.548138,10.928719,-0.045305050739593816,-1.4036670821014892,1.8481721,3.5434449
CCOCCn1ccc2c(OCC(=O)Nc3ccccc3OC)cccc2c1=O,Pre-Training_Dataset,1251883,12.874457,11.632209,-1.3907043238821477,0.4802181763613457,-5.3637543,-10.477772
O=C1CC(O)CC(CC2c3ccc(F)cc3-c3cc(Cl)cc(Cl)c32)O1,Pre-Training_Dataset,989748,11.863422,12.480433,0.8830710968390335,-0.35571658995659505,20.30636,-1.9260764
CCOC(=O)CCN(Cc1ccccc1)SN(C(=O)NC(=O)c1c(F)cccc1F)c1ccccc1,Pre-Training_Dataset,592006,11.865778,10.664988,-1.1582141118148384,0.5259365015199684,-3.429799,-6.948746
Nc1nc2ccccc2nc1NC(=O)C1CCN(Cc2ccccc2)CC1,Pre-Training_Dataset,861986,11.12684,12.800674,0.993360069348766,0.9475893621481222,-0.58496094,21.177177
CCCCCCCCc1cc(O)nc(O)n1,Pre-Training_Dataset,80381,11.122047,10.085183,-0.2532896329746161,-1.3312631020528833,8.420568,-11.83036
Nc1n[nH]c2cc(NC(=O)NC(c3ccccc3)C3(O)CCCC3)ncc12,Pre-Training_Dataset,862929,14.492467,10.848947,-0.14814137440763442,0.2648065013573666,-34.26571,-2.0123773
O=C(NCc1ccc2c(c1)OCO2)c1nn(CCN2CCC(N3CCCC3)CC2)cc1-c1ccc(Cl)c(Cl)c1,Pre-Training_Dataset,455510,13.321075,12.860485,1.4291127923264455,1.3672072473075216,-10.768125,6.789925
CCCNCC(P(=O)(O)O)P(=O)(O)O,Pre-Training_Dataset,921486,11.093211,10.077534,-0.41644398879606054,-0.2948234442761222,10.116703,-9.242656
COc1cc2c3c(n(CCCN(C)C)c(=O)c2cc1OC)-c1ccc(OCCN(C)C)cc1C3=O,Pre-Training_Dataset,1327354,12.328377,11.977117,-0.7435381086402342,-1.2182775967167878,-25.991518,4.525013
CCc1ccc(Oc2ncccc2C(=NO)N2CC(C)CC(C)C2)cc1,Pre-Training_Dataset,1368029,12.977743,10.7053,0.3049640566824912,-0.49337645376657724,5.4643664,-11.751467
