,can,score,time
31,c1(C)cc(-c2sc3c(c2C(CO)=O)ccc(C(=O)O)c3)c1C(C(=O)O)O,-6.9,672.2188110351562
32,c1ccc(C(N)CN(Cc2ccccc2)C2=COCC2)cc1Br,-6.2,317.90143179893494
33,C(C)(CN(C(C)(C)O)C(C(Cc1ccccc1)=O)=O)NC(Cc1ccccc1)NCCO,-6.4,750.1388163566589
34,CS(=O)(=O)NC(Cc1ccccc1)c1cc(Oc2ccccc2)s(F)cc1,-6.5,388.64095973968506
35,O=C1N(Cc2ccccn2)S(=O)(=O)c2cc(F)ccc21,-6.5,230.95108294487
36,C1C(c2sc3c(c2CCCO)cc(CC2CCC2)c(C(=O)NC(C)=O)c3)s1,-5.8,434.79227685928345
37,c1cc2c(cc1Cc1c(C(=O)O)c(C(O)=O)ncc1)ccc(Cl)c2Cl,-6.8,443.7724621295929
38,c1ccn(Cc2c(C(O)=O)nccc2)c1NC(=O)c1ccc(C)c(F)c1,-6.3,399.5046830177307
39,c1c(-c2c(F)cccc2)cccc1CN1C(C(=O)O)C[C@@H]1,-7.2,325.75533056259155
40,N(S(=O)(=O)c1cc(O)c(F)cc1)S(c1ccccc1)=O,-6.8,286.92746090888977
41,C(OC(F)(F)F)(OCCC)Cn1c(=O)[C@]c2ccc(C3CC3)cc21,-5.8,312.49220275878906
42,C1(C)CCCC1CNc1scc(-c2sccc2)c1C(O)C(N)=O,-6.4,350.3552405834198
43,c1cc(C(Nc2cc(NC)ncc2)=O)ccc1Br,-6.1,251.5133821964264
44,CC(C)(C)c1cc2c(ccc3c2CS3)[C@H]1,-5.6,188.65744638442993
45,Fc1cccc2c(-c3ccc(F)cc3)ccc(C(O)=O)c12,-7.2,256.96932458877563
46,N1C(CC(NS(c2ccc(C)cc2C)=O)=O)cN(CCC(C)C)CC1,-6.2,368.98865842819214
47,c1c2c(c(C(=O)NC(C(O)C(NC)=O)Cc3ccccc3)c1)c(Cl)cn2,-6.6,403.8591058254242
48,c1cc(-c2c(C(O)=O)n[nH]c2C(O)=O)sc1NC(=O)c1ccc(F)cccc1,-7.2,585.0214772224426
49,c1(F)(F)cc(c2cc(F)c3c(-c4ccc[nH]4)scc3c2C(=O)O)n1Cl,-6.9,340.2728259563446
50,C1CCCC(c2c3cc(N)c(=O)n(C)c3n(CC3CC3)c2-c2ccc(F)cc2)c1,-7.4,533.0895657539368
51,O=S1(=O)CC(O)C(C(F)(F)F)c2ccc(Cl)c(Cl)c21,-5.7,276.64436173439026
52,O1CCN1c1cccc(CNC(=O)Oc2c(F)ccc(C)c2)c1,-6.7,287.2185971736908
53,c1cc(C(F)(F)F)c(F)cc1CC(F)(F)F,-6.6,224.82164120674133
54,c1(S(=O)(=O)c2ccc(-c3c(=O)[nH]cc(C)c3)cc2)cc(Cl)c1,-7.2,311.9744293689728
55,N1(CC(=O)Nc2cc(CC(C)C)ccc2)C[C@](C(C)(C)C)CC1,-5.3,334.46451473236084
56,O=C(c1(NC(c2cccc(F)c2)=O)c(-c2ccc(F)cc2)c1)O,-7.6,390.8012239933014
57,c1cc(F)cc2c(-c3c(O)cc(F)cc3)n(Cc3ccc[nH]c3=O)cc12,-7.9,423.33796882629395
58,c1cc(NS(=O)(=O)c2ccc(N)cc2)cc(C(=O)O)c1,-6.6,338.20682859420776
59,c1c(C)c(F)cc2c(-c3ccccc3)c(C(=O)O)n(Cc3ccc(F)cc3)c12,-7.0,464.78004240989685
60,c1(N2CCC3(C(=O)OC)CCCC(O)(C2)C3)c2c(cccc2)c1Cl,-6.7,361.14645051956177
61,C1C2(CNC(=O)C3CCC(O2)=CCC3)CC(C(=O)N2CCOCC2)C1,-7.1,315.80685663223267
62,CN1c2cc(cc(Cl)c2Cc2ccccc2)C(=O)c2ccccc2S1(=O)=O,-7.5,365.07197642326355
63,c1cc(Oc2c(Br)cncc2)ccc1Cn1cccn1,-5.7,291.7750232219696
64,O(C(C)(CO)Cc1ccc(F)cc1)c1cccc(C(F)(F)F)c1,-6.5,407.79975175857544
65,OC(C(C(F)(F)F)c1cc(C(F)(F)F)ccc1)Cn1cccc1,-6.6,425.3383033275604
66,c1cc(C)cc(S(NC(=O)OC(C)(C)C)CC(O)C(O)=O)c1C(=O)O,-6.2,598.1681439876556
67,OCc1sc(-c2ccc(Br)cc2)nc1-c2cccc(C)c2,-6.5,370.51760816574097
68,C1(OC(=O)c2c(-c3ccc[nH]c3=O)c3c(nc2C2CC2)cccc3)CCC1,-6.6,386.5749137401581
69,Cc1cc(F)ccc1NC(=O)C(C(CNC(=O)CNC(C)(C)C)=O)O,-5.8,436.4552390575409
70,c1cc(ccc1)S(NC(=O)c1sc(C#CCO)cc1)=O,-5.9,307.4470202922821
71,C1C2CC(C(O)O)OCC2=NS(=O)(=O)c2ccccc21,-6.6,223.18030762672424
72,n1cccc2oc(CC(=O)NC)c(C3CCCN(C4CC4)S3(=O)=O)c(Cl)c2c1,-5.7,575.4506437778473
73,c1cc(CC)c(CNC(=O)O)cc1NC(=O)c1ccc(C(C)C)cc1,-7.4,491.54656624794006
74,c1c(N2CCC3(C(O)CO)CCCCC3C2)cc(Cl)cc1,-6.5,352.63206934928894
75,c1(C)ccc1CN1C(=O)CNc2c(Cl)cccc21,-6.5,215.8324635028839
76,O1[C@H](Cc2ccc(F)cc2)C(C(NC(Cc2ccccc2)=O)=O)N1,-7.3,435.7533812522888
77,c1(C(=O)N2C[C@H](Cc3cc(N)ncc3)C2)cccc(-c2c(C)c(CO)c2)c1,-7.2,575.0370397567749
78,c1c(Oc2ccc(Oc3ccnc(C)c3)cc2)ccc(F)c1,-6.0,374.6572244167328
79,C1C2CC(c3ccc(F)cc3)CC(C(=O)NC(C)(C)C)C2=CCC1,-7.0,377.28762459754944
80,c1cc(F)ccc1CN(c1ccc2c(c1)NC(=O)CnO2)C(Cc1ccccc1)NC,-8.7,440.37337470054626
81,CC1CCC(CC(=O)NS(=O)(=O)O)CC1=O,-5.7,245.5603346824646
82,c12c(c1)c(-c1c(=O)[nH]cc(S(=O)(=O)NC)c1)cc(C(=O)O)n2Cl,-6.5,407.42725110054016
83,c1(F)cc(C(C#CC2CCCCC2)NS(=O)(=O)c2ccccc2)c1,-5.9,359.1568217277527
84,N1(c2cccn(CC(C)C)c2=O)S(=O)(c2c(O)ccc(Cl)c2)CS(O)C1,-6.0,625.0840308666229
85,O=S(c1cc2occc2s1)O,-5.6,189.82269549369812
86,C1C2CCCCC1CC(C(O)=O)N(c1c(F)ccc(Cl)c1)CC2,-6.4,432.3142366409302
87,c1ccc2c(-c3c(F)cccc3)c(C)n(Cc3ccc[nH]c3=O)c2c1Cl,-6.6,376.0941834449768
88,C(c1ccc(C(O)=O)c(CN2C[C@](C3CC3)C(=O)C2)c1)=O,-5.3,314.4486765861511
89,N1CCOC(=O)C(C(NC(Cc2ccccc2)=O)Cc2cc(F)ccc2)C1,-6.9,412.00598526000977
90,c1cccc2nc(C(O)=O)cc(CC(O)=O)c2cc1-c1cccc(F)c1,-9.6,686.0312399864197
91,c1c(-c2c(Cl)cccc2)[nH]c2ccccc2c1=O,-6.2,198.6867377758026
92,c1cc(Cl)cc(CN(c2c(C3CC3)cccc2)C3CC(=O)N(C)C3)c1Cl,-6.1,354.5738306045532
93,CNc1nn(C(C(=O)Nc2ccc(cc2C)NC(=O)O)C(C)C)nc1,-6.0,445.87409496307373
94,N(S(=O)(=O)Nc1ccc(C)c(F)c1)c1ccc(C(C(=O)O)O)cc1,-6.8,474.1869111061096
95,C(c1ccc(Cl)cc1)c1nn(Cc2ccnc(O)c2)c(C(O)CC(=O)O)c1,-8.1,619.3010187149048
96,c1(Oc2ccc(Cl)c(Cl)c2)c(-c3c(=O)[nH]ccc3)cc1,-6.4,267.6624858379364
97,c1cc(Br)c(Cn2ccc(C)c(F)c2=O)s1,-5.9,214.73889303207397
98,O=C(O)c1cc(NS(=O)(=O)c2ccc(C)cc2)c(OC)cc1,-6.5,317.6963505744934
99,c1ncc(NS(c2ccc(N)nc2)(C#CC2CCC2)Br)cn1,-6.8,313.3312771320343
100,N(C(=O)NC(c1ccccc1)Cc1c(F)cccc1)CC(O)=O,-6.7,384.0973641872406
101,c1(N2CC(C3C(C)(C)CC(O)C3)OC)cccc(Br)c21,-5.8,289.30802297592163
102,C(CN(CC(C)C)C(c1ccccc1)c1ccccc1)NC(=O)N1CCCC1,-6.1,398.0711989402771
103,c1cccc(-c2cc(NS(=O)(=O)C)ncc2)c1-c1ccccc1,-5.7,335.8561329841614
104,C(Cc1c(F)cc(F)c(F)c1)c1nn(Cc2ccc(F)cc2)n2ccc(=O)ncc2ccc1,-8.3,446.2568678855896
105,C1CC2C(c3ccccc3)N(C(=O)C3CC3)CC(O)NC2O1,-6.3,294.6866660118103
106,c1ccc(-c2ccccn2)c(-c2c(F)ccc(Cl)c2)c1,-5.7,255.92020416259766
107,O1C2=NS(=O)(=O)c3ccc(Cl)cc3N1C1=C(CC1)C2=O,-6.7,178.03648042678833
108,c1(F)cc(CCC2(NC(=O)Nc3ccc(F)cc3)COC2)c1,-7.2,298.57678151130676
109,c1cc(F)ccc1CN1CCOC(c2scnc2)C1,-5.8,254.28690457344055
110,OB1ccc(C(O)=O)c2n(C)c(=O)cc12,-5.8,0.14482450485229492
111,c1cc(F)ccc1CN1CCCOC(C)(C(C)(C)C)C1,-5.6,280.68159103393555
112,O=C(NNc1ccc(Oc2ccc(C)cc2C)cc1)c1ccccc1,-6.7,373.33645701408386
113,CNC(=O)c1ccc2c(CC)c(cc(C(=O)NCCO)n2C)s1,-6.3,413.37127661705017
114,C1(OCCN)(Cl)Cn2c(C3CCCCC3)c(Cl)c(C3CC3)c2C1,-6.0,362.62829542160034
115,c1ccc2c(c1)C(c1ccncn1)c1cc(NC3CCC3)nc(C(F)(F)F)c1C2,-6.5,488.38624691963196
116,N1(C(NCC2=CC3=NOCCN3C2)CC(=O)OC1)Cc1ccccc1Br,-8.1,366.1807005405426
117,O1CN(c2cc3nc(-c4c(N)c(Cl)cc(N)c4)ccc3s2)CCC1,-6.7,375.8849172592163
118,c1(Cl)ccc1C(N)c1cc2ccccc2s1,-5.8,224.10102200508118
119,FC(F)(C#CC(=O)N1CCN(C(=O)c2cc(Cl)cc(F)c2)CC1)F,-6.4,300.36966919898987
120,OB(c1cc(CC(NC)CCC(C)C)ccc1O)c1ccc(=O)[nH]n1,-6.4,0.13750672340393066
121,c12oc(-c3sncc3-c3ccc(C(=O)O)s3)c(C(O)CC2C(F)(F)F)c1,-6.5,456.6888678073883
122,O=S1(CC(F)(F)F)(C#CC2(CCC)CN(S(=O)(=O)C3CC3)CC2)NC1,-5.9,469.67280673980713
123,c1(F)cc(S(=O)(=O)Nc2scc(C)c2C(O)=O)c1Br,-5.5,313.3375885486603
124,c1c(C)cc(CNC(=O)OC23CC4CC(CC(C4)C2)C3)cc1C(O)=O,-6.1,351.66727900505066
125,c1cc(F)ccc1-c1cc(NC(=O)CCOC)ccC(C(Nc3nscc3)N)c1,-6.8,487.05845069885254
126,c1cc(F)c(CNC(C)(C)CCC(=O)N(O)C(C(C)C)C(=O)O)cc1,-6.4,479.9781069755554
127,c1(-c2ccccc2)c(CC(O)=O)c(CC(=O)N2CCOCC2)c1N(O)Cl,-7.0,540.1061444282532
128,c1cc(Oc2c(CC(=O)O)cccc2)cc2c(c1)c(Cl)c(C(=O)O)n2,-6.8,446.9549129009247
129,CN1CCN(c2ccc(s2)NS(=O)(=O)NCc2c(F)cccc2)CC1,-6.0,327.04240894317627
130,c1cc2c(cc1NS(c1ccc(N)cc1)c1c(C1CC1)cnc(Cl)c1C)NCO2,-8.4,486.4002447128296
131,C(CO)#Cc1ccc2n(C(CCc3cccc(F)c3)CC(=O)N(C)C)ccc2c1,-6.3,525.8238286972046
132,O1CC(c2c(=O)n(CC(Nc3ccccc3)=O)oc2C(=O)O)OC(O)C1,-6.3,575.1927139759064
133,c1cccc(-C2CC3(CCN(C(=O)NCCO)CC3)CC2)c1Br,-6.6,358.8582561016083
134,c12c(ccc2S(NC(=O)OC)CNC(=O)c2c(F)ccc(Cl)c2)c1,-6.5,327.2220458984375
135,C1(=O)C(C)(CCc2ccccc2)c2c(cccc2)OCC(O)=C1,-6.3,326.6292817592621
136,O=C(c1c(-c2ccccc2)oc2c(C(F)(F)F)cccc12)O,-7.4,333.04859733581543
137,C1CN(c2c(C(O)=O)n[nH]c2C(O)=O)CC2CCCCC2C1,-5.8,364.77781414985657
138,c1ccc2c(C(O)=O)cc(-c3ccc(C(=O)NCCO)s3)nc2c1,-5.8,424.1877176761627
139,CCc1nc(O)cc(N)c1-c1cc(F)ccc1Br,-5.7,292.9925880432129
140,N(c1ccc(-c2ccccn2)c(C(F)(F)F)c1)(F)F,-5.7,258.2821226119995
141,N1CCCC(c2cc(-c3sccc3)c(C3CCCCC3)s2)CC1,-6.9,398.2182915210724
142,c1c(-c2cc(N3CCC4(CC3)CSCC4)c(C(O)=O)cc2)cccc1,-6.9,405.8808512687683
143,O=C(CC(O)(c1ccccc1)c1ccccc1)NC(=O)N1CCNCC1,-7.0,441.3873131275177
144,c1(F)(F)cccc1CC(C)C1N(CC(=O)N2CCOCC2)C[nH]c1=O,-6.7,369.5480840206146
145,C(N)(C(Cc1ccccc1)c1ccccc1)CC(C(=O)O)N1C[nH](C)CC1,-6.7,528.8384482860565
146,c1cc(NS(c2cccc(C)c2)=O)c(S(=O)(=O)NCc2ccccc2)scc1,-6.8,395.4788432121277
147,OC(c1cc(Cl)c(F)cc1)(c1cc(O)ccc1)CC(O)CN(S(C1CCC1)=O)CC,-7.0,600.9302952289581
148,O=S1(=O)c2ccccc2CN(S(=O)(=O)c2ccc(F)cc2)C(=O)Nc1CNF,-7.3,437.8704388141632
149,c1c(Br)cc(CC(O)C(N2CCCNC2=O)=O)cc1,-6.2,295.7703456878662
150,O=C(c1ccc2c(Oc3ccc(Br)cc3)cc2c1)O,-7.5,276.1819586753845
151,FC(F)(F)c1c2cc3c(n(CC(NC)=O)c2c1)ncc(Cc1ccccc1)C3=O,-6.9,449.60123229026794
152,N1C(O)N(Cc2ccc(O)c(Cl)c2)C(=O)C2(CCCCC2)S1(=O)=O,-6.5,408.31560802459717
153,OC(=O)C(Cc1ccc(O)cc1)N1Cc2ccccc2C(C(O)=O)C1=O,-7.0,563.432635307312
154,c1ccc2c(c(-c3cc(NC4CC4)c(C)s3)n2CC(O)C2CC2)cn1,-7.0,472.00243163108826
155,O=S1(=O)N(C)C(C2=NS(=O)(=O)c3c(Cl)cccc32)=C(O)c1,-6.4,281.9193630218506
156,c1cc(-c2c(C(C)C)c3c(n2Cc2ccc[nH]c2=O)cccc3)ccc1,-7.5,399.36063599586487
157,C(CCCCN(Cc1scnc1)C(C)(C)C)CC(O)C(=O)O,-5.2,432.4308774471283
158,c1ccc(-c2c(C(O)=O)n(Cc3ccccc3)c3c2SC(=O)C3)cc1Br,-6.3,414.306077003479
159,c1ccc2c(c1)S(=O)(=O)C(C(C(N)=O)C(O)CC2)c1ccc(F)cc1,-6.6,455.9886853694916
160,C1c2c(C(=O)NS(=O)(=O)c3cc(CNC(C)(C)C)ccc3N(S(=O)(=O)C(CC)c2)C)cc(C)c1,-8.2,470.9642460346222
161,Cc1cc(S(=O)(=O)NC)cc2oc(-c3ccn(C)c3)cc12,-6.1,280.1380558013916
162,C1C2(CCN1c1ccnc(N(Cc3ccc(F)cc3)C)n1)CCC(=O)O2,-7.3,357.8154602050781
163,c1ccc2c(c1)N(Cc1c(-c3cccc(N)c3)c3ccccc3n1CC)CC2,-7.6,484.5440356731415
164,c1cc2c(cc1)S(=O)(=O)N=C(c1ccc(C(=O)O)n1CCCO)NC2=O,-6.0,417.85556054115295
165,N(C(C)C(Cc1ccccc1)C(=O)NC(O)CN1CCOCC1)=O,-6.5,377.91889095306396
166,c1(N2CCC3(C(OCCO)CCCC3)CCCC2)cc(C(=O)CCO)c1Cl,-6.1,578.0266995429993
167,C1C2CCCCC2S(=O)(NC(=O)Nc2ccc(C(C)C3CC3)s2)C1,-6.4,454.9951539039612
168,OC(N(S(=O)(=O)c1ccc(N)cn1)c1ccc(F)cc1)C(NC)=O,-6.1,459.79068183898926
169,OCc1cc(C)c2c(OC(=O)C(C#CCO)C(=O)NC)cc(C(F)(F)F)sc2cc1,-7.6,690.2966749668121
170,c1(C(=O)Nc2ccc(F)cc2)ccc1S(=O)(=O)C(=O)O,-6.1,458.87648344039917
171,c1c(Oc2ccc(C(=O)NS(=O)(=O)N(C)C)cn2)ccc(Cl)c1,-5.9,330.50395035743713
172,O=S(c1ccc(B1)C(C)C(N1CC2CC1Cl)C(=O)N2CS(C)(=O)=O)C,-5.9,0.13254475593566895
173,c1ccc(-c2nc3nc(C(NC(=O)NCCO)C4CC4)ccc3s2)cc1,-7.1,393.48564553260803
174,C(c1cc(Cl)cc2ccc(NS(=O)(C)=O)cc12)c1ccccc1,-7.2,315.32496905326843
175,O=C(NC(Cc1ccc(-c2cccc(O)c2)cc1C(C)C)O)c1ccccc1C,-8.2,497.4547255039215
176,c1c(CC)cccc1S(=O)(=O)Nc1cc(C2CCCCC2)sc1C(=O)O,-7.4,369.31614899635315
177,O=S1(=O)c2c(ccc3c2cc(F)n3C)C(=O)N1CC(Oc2ccccc2)O,-7.0,393.09145283699036
178,N(C(Cc1ccc(O)cc1)C(=O)NC(C(N)=O)N1CCCC1)=O,-6.4,350.16271138191223
179,CCc1sc(-c2ccccc2F)cc1C(=O)NCc1cccc(OC)c1,-6.6,342.4943833351135
180,Fc1ccc(S(=O)(O)=O)c(-c2cc3c(c(O)c2)CS(=O)(=O)NC3)c1,-6.5,396.51956701278687
181,Fc1cc(Br)c(NS(C)(=O)=O)cc1F,-4.5,200.6081395149231
182,C(C)c1c(Br)cc(CC2=CS(=O)(=O)c3ccccc32)cc1C1nC1C,-6.2,343.04199028015137
183,c1(-c2c(Br)ncc(Nc3cc(Cl)c4sncc4c3)c2)cScc1,-5.9,298.73035621643066
184,c1(N2CCC3(C(=O)NCC3)CC2)c(Cl)c2oc(-c4ccc(F)cc4)cc2(O)c1Cl,-8.2,445.8339219093323
185,c1cc(Br)c2nn(Cc3ccc(F)cc3)cc2c1,-5.6,223.2431035041809
186,N(C(c1ccc(F)c2ccccc12)C(O)O)=O,-5.9,260.14960527420044
187,c1cc(OCC(C(F)(F)F)=O)sc1-c1ccnc(N)n1,-5.7,292.50825357437134
188,c1c(Br)ccc(Cn2c(C(=O)O)cc3c2CC(O)C3)c1N(O)S(=O)CCCC,-6.1,513.7000615596771
189,c1cc(CC(NC(c2ccccc2)C(=O)Nc2ccccn2)=O)ccc1Cl,-7.3,414.7323703765869
190,c1ccc(CCC(O)c2c(Br)cccc2)s1,-5.4,237.54317665100098
191,CC(C)CN(CCO)C(=O)Nc1cc2oc(-c3ccn(C)c3C(N)=O)nc2cc2cc21,-7.7,594.2187058925629
192,N1C(=O)C(Cc2ccc(F)cc2)Nc2ccccc2C1=O,-6.9,280.5014317035675
193,C1CC1c2c(c(C1)c(C(NC(=O)NC)C)S(=O)(=O)c1c(F)cccn2)N,-8.1,611.3608231544495
194,c1(F)cc(-c2c(C(O)=O)c(C(=O)O)c3c2ccc(Cl)cc3)c1Br,-6.8,415.0590252876282
195,c12cc(NC(=O)OCc3scc(C)n3)=C[C@H]c2ccc1Br,-4.9,264.5198874473572
196,c1(-c2c(Cl)cc(N(S(=O)(=O)C)C)c(CC(C)C)c2)ccc1,-6.1,291.7468001842499
197,c1ccc2c(c1)S(=O)(=O)Cc1c(C(=O)O)n(Cc3c(F)cccc3)ccc1n2,-6.5,521.3356935977936
198,C1C2(CCNC(=O)C3CCCCC3)OCCC1CCC2,-6.0,264.0945999622345
199,OC(=O)NC12CC3CC(C1)CC(C(F)(F)F)(C3)C2,-6.4,342.56294345855713
200,O=S1(=O)CCCNc2ccc3ccc(Cl)c(C)c3c21,-6.2,181.2058002948761
201,N1c2ccccc2Nc2cccc(c2C(C)(C)C)C1C(O)=O,-6.8,325.3441410064697
202,C(NC(=O)OCC(C)C)S(=O)(=O)c1ccc(Br)cc1,-5.3,254.96741104125977
203,c12ccc(N)c(S(=O)(=O)O)c2c(-c3c(F)cccc3)cc(Cl)cc3N1ccc3,-7.3,633.8757302761078
204,C1CCCC(c2ccc(C(F)(F)F)o2)C(C)(C)C1,-5.7,241.36346340179443
205,O=C(OC)Nc1cccc2ccc(F)cc12,-6.3,210.81631064414978
206,N(C(C(Cc1ccccc1)=O)(CC)c1cccc(Br)c1)=O,-5.2,282.61445808410645
207,N(C(=O)C1(c2cccc(F)c2)CC1)C(Cc1ccccc1)N(S(=O)(C)CS)SCC,-5.8,625.8671071529388
208,N1(C(=O)Nc2c(=O)n(C)cc(N)c2)CCc2c1ccccc2=O,-6.6,247.65844058990479
209,OC(=O)c1cc(C(O)=O)c2c(cc(F)c3c2cc2c(O)c(NS2)c(F)c3)ccc1,-7.4,622.5382754802704
210,C1CN(c2nc3c(s2)cc(CC(=O)O)CC3)C[C@H]c1=O,-6.2,276.8521316051483
211,C1[CnH](NC(=O)NCC(=O)OC)c(CN2CCC3(NC3=O)CCCC2)c1,-6.4,328.95830512046814
212,CC(NC(=O)OC(c1scnc1)C(Cc1ccccc1)O)C(NC(NC)=O)=O,-7.0,466.65704321861267
213,c1(F)ccc1S(=O)(=O)Cc1cccc2c(O)cc(Cl)c(C(=O)O)c12,-6.5,408.80015230178833
214,c1c(-c2c(C(O)=O)n(Cc3ccc(F)cc3)cc2)ccc2cnc(Cl)cc12,-7.0,410.51703238487244
215,CC1CN(C(=O)c2ccnc(NC3CCCCC3)c2)C(CCC(C)C)CC(C)N1,-5.8,445.2223074436188
216,c1cc(F)cc(CC(=O)NCc2ccc(C(C(=O)O)CC)s2)c1,-6.7,343.46908617019653
217,c1ccc(-c2cc3c(cc2C(F)(F)F)c(C(=O)O)cc3=O)cc1Br,-7.3,437.49368262290955
218,FC(F)(F)CNC(Cc1ccc2c(c1)NC(=O)CS2)=O,-6.0,266.75648283958435
219,N(C(Cc1ccccc1)C(Oc1ccccc1Br)C(=O)O)C(=O)O,-6.4,403.1334753036499
220,c1c(NC(=O)c2cc(F)ccc2)ccc(C(=O)OC)c1-c1sccc1,-6.3,377.3549213409424
221,c1cc(N(CC(=O)O)S(=O)(=O)c2ccc(C)s2)cc(C2CC2)c1,-5.9,366.58881068229675
222,c12ccc(Br)c(-c3c(F)ccc(Cl)c3)c1C1=NS(=O)(=O)cc21,-6.6,273.365638256073
223,c1ccc2c(c1)CN(c1cccc(-c3c(F)cccc3)c1Cl)C(=O)C2Cl,-7.6,392.1784963607788
224,c1(N2CCC3(NC(=O)CCC3)CC2)c(CC(F)(F)F)cc1NC(=O)O,-6.5,438.912565946579
225,CC1C(=O)NCc2c(ccc(-c3c(=O)[nH]ccc3)c2)C1=O,-7.1,257.68959760665894
226,c1(C(=O)Nc2ccc(F)cc2C)ccc1Br,-5.2,209.6702172756195
227,C(c1c(NCC(O)=O)c(Cl)c(C)cc1)#CC1CC1,-6.1,254.90100502967834
228,c1ccc(Oc2c(Cl)ncc(NC(O)=O)c2)cc1Br,-6.3,296.64891290664673
229,C(c1cccc(B(O)OCc2ccccc2)c1)#CCO,-6.3,0.13373208045959473
230,O=C(NC(C(NC(CN1CCOCC1)CCc1ccccc1)O)N(C)C)CC(C1NO1)CC,-7.0,752.1889152526855
231,O=S1(=O)c2cc(O)ccc2S(=O)(=O)N1c1c3cc(Cl)ccc3n(C)c1,-6.8,304.10574173927307
232,O=C1N(C)C(CCCc2cc3c(cc2)cc(CCO)s3)NC1=O,-6.3,340.65671277046204
233,CN1CCC(CN2C[C@H](Cc3c(F)ccc(F)c3)C[C@]c2=O)CC1=O,-7.1,319.7374246120453
234,c1c2oc(-c3ccc[nH]c3=O)c(-n3c(=O)c4cscc4[nH]c3=O)c2ccc1,-7.7,342.4135503768921
235,O=C(CC)Nc1cccc(S(c2ccc(C)cc2)CC(O)=O)c1,-6.5,393.2467806339264
236,O1C2CCC(C1)N(c1cc(-c3cccc(F)c3)ns1)C(=O)C2=O,-7.1,290.65088748931885
