,can,score,time
51,O=S1(=O)CC(O)C(C(F)(F)F)c2ccc(Cl)c(Cl)c21,-5.3,209.20317339897156
52,O1CCN1c1cccc(CNC(=O)Oc2c(F)ccc(C)c2)c1,-6.2,208.3223397731781
53,c1cc(C(F)(F)F)c(F)cc1CC(F)(F)F,-6.6,156.4287829399109
54,c1(S(=O)(=O)c2ccc(-c3c(=O)[nH]cc(C)c3)cc2)cc(Cl)c1,-6.2,210.34754395484924
55,N1(CC(=O)Nc2cc(CC(C)C)ccc2)C[C@](C(C)(C)C)CC1,-5.5,245.92487931251526
56,O=C(c1(NC(c2cccc(F)c2)=O)c(-c2ccc(F)cc2)c1)O,-6.7,297.6115303039551
57,c1cc(F)cc2c(-c3c(O)cc(F)cc3)n(Cc3ccc[nH]c3=O)cc12,-6.3,313.1619005203247
58,c1cc(NS(=O)(=O)c2ccc(N)cc2)cc(C(=O)O)c1,-6.1,244.243577003479
59,c1c(C)c(F)cc2c(-c3ccccc3)c(C(=O)O)n(Cc3ccc(F)cc3)c12,-6.5,344.9767324924469
60,c1(N2CCC3(C(=O)OC)CCCC(O)(C2)C3)c2c(cccc2)c1Cl,-5.9,256.3392572402954
61,C1C2(CNC(=O)C3CCC(O2)=CCC3)CC(C(=O)N2CCOCC2)C1,-6.6,171.85289645195007
62,CN1c2cc(cc(Cl)c2Cc2ccccc2)C(=O)c2ccccc2S1(=O)=O,-6.7,229.07619500160217
63,c1cc(Oc2c(Br)cncc2)ccc1Cn1cccn1,-5.3,209.24193167686462
64,O(C(C)(CO)Cc1ccc(F)cc1)c1cccc(C(F)(F)F)c1,-6.0,261.1909775733948
65,OC(C(C(F)(F)F)c1cc(C(F)(F)F)ccc1)Cn1cccc1,-6.4,254.02339005470276
66,c1cc(C)cc(S(NC(=O)OC(C)(C)C)CC(O)C(O)=O)c1C(=O)O,-5.7,388.543967962265
67,OCc1sc(-c2ccc(Br)cc2)nc1-c2cccc(C)c2,-6.5,212.85605335235596
68,C1(OC(=O)c2c(-c3ccc[nH]c3=O)c3c(nc2C2CC2)cccc3)CCC1,-6.0,277.5990743637085
69,Cc1cc(F)ccc1NC(=O)C(C(CNC(=O)CNC(C)(C)C)=O)O,-5.3,325.1806139945984
70,c1cc(ccc1)S(NC(=O)c1sc(C#CCO)cc1)=O,-5.3,228.76175165176392
71,C1C2CC(C(O)O)OCC2=NS(=O)(=O)c2ccccc21,-6.5,145.50211453437805
72,n1cccc2oc(CC(=O)NC)c(C3CCCN(C4CC4)S3(=O)=O)c(Cl)c2c1,-5.7,370.67123579978943
73,c1cc(CC)c(CNC(=O)O)cc1NC(=O)c1ccc(C(C)C)cc1,-5.7,303.9405255317688
74,c1c(N2CCC3(C(O)CO)CCCCC3C2)cc(Cl)cc1,-6.5,258.2459089756012
75,c1(C)ccc1CN1C(=O)CNc2c(Cl)cccc21,-5.7,157.79548168182373
76,O1[C@H](Cc2ccc(F)cc2)C(C(NC(Cc2ccccc2)=O)=O)N1,-5.2,262.1607654094696
77,c1(C(=O)N2C[C@H](Cc3cc(N)ncc3)C2)cccc(-c2c(C)c(CO)c2)c1,-6.6,430.1371409893036
78,c1c(Oc2ccc(Oc3ccnc(C)c3)cc2)ccc(F)c1,-5.8,234.42847990989685
79,C1C2CC(c3ccc(F)cc3)CC(C(=O)NC(C)(C)C)C2=CCC1,-6.2,283.9954922199249
80,c1cc(F)ccc1CN(c1ccc2c(c1)NC(=O)CnO2)C(Cc1ccccc1)NC,-6.0,323.20955204963684
81,CC1CCC(CC(=O)NS(=O)(=O)O)CC1=O,-5.1,185.7717890739441
82,c12c(c1)c(-c1c(=O)[nH]cc(S(=O)(=O)NC)c1)cc(C(=O)O)n2Cl,-6.4,296.73191928863525
83,c1(F)cc(C(C#CC2CCCCC2)NS(=O)(=O)c2ccccc2)c1,-6.0,243.0442671775818
84,N1(c2cccn(CC(C)C)c2=O)S(=O)(c2c(O)ccc(Cl)c2)CS(O)C1,-5.7,436.2971029281616
85,O=S(c1cc2occc2s1)O,-5.6,110.12635850906372
86,C1C2CCCCC1CC(C(O)=O)N(c1c(F)ccc(Cl)c1)CC2,-5.7,191.28107166290283
87,c1ccc2c(-c3c(F)cccc3)c(C)n(Cc3ccc[nH]c3=O)c2c1Cl,-6.5,276.86368680000305
88,C(c1ccc(C(O)=O)c(CN2C[C@](C3CC3)C(=O)C2)c1)=O,-5.4,236.22570824623108
89,N1CCOC(=O)C(C(NC(Cc2ccccc2)=O)Cc2cc(F)ccc2)C1,-6.9,302.51511120796204
90,c1cccc2nc(C(O)=O)cc(CC(O)=O)c2cc1-c1cccc(F)c1,-7.1,498.16218185424805
91,c1c(-c2c(Cl)cccc2)[nH]c2ccccc2c1=O,-6.6,122.90147066116333
92,c1cc(Cl)cc(CN(c2c(C3CC3)cccc2)C3CC(=O)N(C)C3)c1Cl,-5.7,255.00367069244385
93,CNc1nn(C(C(=O)Nc2ccc(cc2C)NC(=O)O)C(C)C)nc1,-5.6,329.56378388404846
94,N(S(=O)(=O)Nc1ccc(C)c(F)c1)c1ccc(C(C(=O)O)O)cc1,-6.0,358.884432554245
95,C(c1ccc(Cl)cc1)c1nn(Cc2ccnc(O)c2)c(C(O)CC(=O)O)c1,-6.0,484.5362310409546
96,c1(Oc2ccc(Cl)c(Cl)c2)c(-c3c(=O)[nH]ccc3)cc1,-6.0,194.00745487213135
97,c1cc(Br)c(Cn2ccc(C)c(F)c2=O)s1,-4.7,155.80721044540405
98,O=C(O)c1cc(NS(=O)(=O)c2ccc(C)cc2)c(OC)cc1,-6.1,232.63799834251404
99,c1ncc(NS(c2ccc(N)nc2)(C#CC2CCC2)Br)cn1,-5.1,229.71644520759583
100,N(C(=O)NC(c1ccccc1)Cc1c(F)cccc1)CC(O)=O,-6.4,279.6296036243439
101,c1(N2CC(C3C(C)(C)CC(O)C3)OC)cccc(Br)c21,-5.6,210.34669637680054
102,C(CN(CC(C)C)C(c1ccccc1)c1ccccc1)NC(=O)N1CCCC1,-5.8,305.3247277736664
103,c1cccc(-c2cc(NS(=O)(=O)C)ncc2)c1-c1ccccc1,-5.2,244.5982689857483
104,C(Cc1c(F)cc(F)c(F)c1)c1nn(Cc2ccc(F)cc2)n2ccc(=O)ncc2ccc1,-6.9,362.22788095474243
105,C1CC2C(c3ccccc3)N(C(=O)C3CC3)CC(O)NC2O1,-5.6,219.66265535354614
106,c1ccc(-c2ccccn2)c(-c2c(F)ccc(Cl)c2)c1,-5.7,181.93916869163513
107,O1C2=NS(=O)(=O)c3ccc(Cl)cc3N1C1=C(CC1)C2=O,-6.0,216.24129009246826
108,c1(F)cc(CCC2(NC(=O)Nc3ccc(F)cc3)COC2)c1,-6.5,215.26477694511414
109,c1cc(F)ccc1CN1CCOC(c2scnc2)C1,-5.3,183.69210982322693
110,OB1ccc(C(O)=O)c2n(C)c(=O)cc12,-5.3,0.15232157707214355
111,c1cc(F)ccc1CN1CCCOC(C)(C(C)(C)C)C1,-5.6,203.53144526481628
112,O=C(NNc1ccc(Oc2ccc(C)cc2C)cc1)c1ccccc1,-6.8,291.4766490459442
113,CNC(=O)c1ccc2c(CC)c(cc(C(=O)NCCO)n2C)s1,-6.9,302.455278635025
114,C1(OCCN)(Cl)Cn2c(C3CCCCC3)c(Cl)c(C3CC3)c2C1,-5.1,264.35135221481323
115,c1ccc2c(c1)C(c1ccncn1)c1cc(NC3CCC3)nc(C(F)(F)F)c1C2,-5.9,362.0817506313324
116,N1(C(NCC2=CC3=NOCCN3C2)CC(=O)OC1)Cc1ccccc1Br,-7.0,272.82963728904724
117,O1CN(c2cc3nc(-c4c(N)c(Cl)cc(N)c4)ccc3s2)CCC1,-6.3,271.81016063690186
118,c1(Cl)ccc1C(N)c1cc2ccccc2s1,-5.1,162.75994753837585
119,FC(F)(C#CC(=O)N1CCN(C(=O)c2cc(Cl)cc(F)c2)CC1)F,-5.6,210.62371397018433
120,OB(c1cc(CC(NC)CCC(C)C)ccc1O)c1ccc(=O)[nH]n1,-5.6,0.13022756576538086
121,c12oc(-c3sncc3-c3ccc(C(=O)O)s3)c(C(O)CC2C(F)(F)F)c1,-6.1,339.5703935623169
122,O=S1(CC(F)(F)F)(C#CC2(CCC)CN(S(=O)(=O)C3CC3)CC2)NC1,-5.6,342.0979092121124
123,c1(F)cc(S(=O)(=O)Nc2scc(C)c2C(O)=O)c1Br,-5.2,225.087340593338
124,c1c(C)cc(CNC(=O)OC23CC4CC(CC(C4)C2)C3)cc1C(O)=O,-6.7,256.20718455314636
125,c1cc(F)ccc1-c1cc(NC(=O)CCOC)ccC(C(Nc3nscc3)N)c1,-6.9,362.87140822410583
126,c1cc(F)c(CNC(C)(C)CCC(=O)N(O)C(C(C)C)C(=O)O)cc1,-5.5,358.10211730003357
127,c1(-c2ccccc2)c(CC(O)=O)c(CC(=O)N2CCOCC2)c1N(O)Cl,-6.1,407.4504990577698
128,c1cc(Oc2c(CC(=O)O)cccc2)cc2c(c1)c(Cl)c(C(=O)O)n2,-6.6,323.8957664966583
129,CN1CCN(c2ccc(s2)NS(=O)(=O)NCc2c(F)cccc2)CC1,-5.8,239.4241442680359
130,c1cc2c(cc1NS(c1ccc(N)cc1)c1c(C1CC1)cnc(Cl)c1C)NCO2,-7.0,362.15293192863464
131,C(CO)#Cc1ccc2n(C(CCc3cccc(F)c3)CC(=O)N(C)C)ccc2c1,-5.8,386.6397376060486
132,O1CC(c2c(=O)n(CC(Nc3ccccc3)=O)oc2C(=O)O)OC(O)C1,-6.4,435.0166893005371
133,c1cccc(-C2CC3(CCN(C(=O)NCCO)CC3)CC2)c1Br,-6.1,260.0476393699646
134,c12c(ccc2S(NC(=O)OC)CNC(=O)c2c(F)ccc(Cl)c2)c1,-5.3,239.0101318359375
135,C1(=O)C(C)(CCc2ccccc2)c2c(cccc2)OCC(O)=C1,-6.0,268.4814496040344
136,O=C(c1c(-c2ccccc2)oc2c(C(F)(F)F)cccc12)O,-6.2,248.94085049629211
137,C1CN(c2c(C(O)=O)n[nH]c2C(O)=O)CC2CCCCC2C1,-5.6,266.6545021533966
138,c1ccc2c(C(O)=O)cc(-c3ccc(C(=O)NCCO)s3)nc2c1,-5.5,312.6293640136719
139,CCc1nc(O)cc(N)c1-c1cc(F)ccc1Br,-5.5,199.4860281944275
140,N(c1ccc(-c2ccccn2)c(C(F)(F)F)c1)(F)F,-6.4,207.53569769859314
141,N1CCCC(c2cc(-c3sccc3)c(C3CCCCC3)s2)CC1,-5.4,298.1514275074005
142,c1c(-c2cc(N3CCC4(CC3)CSCC4)c(C(O)=O)cc2)cccc1,-6.8,298.1242108345032
143,O=C(CC(O)(c1ccccc1)c1ccccc1)NC(=O)N1CCNCC1,-7.0,323.2429850101471
144,c1(F)(F)cccc1CC(C)C1N(CC(=O)N2CCOCC2)C[nH]c1=O,-6.5,271.2288041114807
145,C(N)(C(Cc1ccccc1)c1ccccc1)CC(C(=O)O)N1C[nH](C)CC1,-5.6,382.8129243850708
146,c1cc(NS(c2cccc(C)c2)=O)c(S(=O)(=O)NCc2ccccc2)scc1,-6.9,289.40379524230957
147,OC(c1cc(Cl)c(F)cc1)(c1cc(O)ccc1)CC(O)CN(S(C1CCC1)=O)CC,-5.6,443.5601270198822
148,O=S1(=O)c2ccccc2CN(S(=O)(=O)c2ccc(F)cc2)C(=O)Nc1CNF,-5.9,331.16228461265564
149,c1c(Br)cc(CC(O)C(N2CCCNC2=O)=O)cc1,-5.6,215.9948709011078
150,O=C(c1ccc2c(Oc3ccc(Br)cc3)cc2c1)O,-6.4,201.72937512397766
151,FC(F)(F)c1c2cc3c(n(CC(NC)=O)c2c1)ncc(Cc1ccccc1)C3=O,-6.3,334.4063355922699
152,N1C(O)N(Cc2ccc(O)c(Cl)c2)C(=O)C2(CCCCC2)S1(=O)=O,-6.2,303.2552375793457
153,OC(=O)C(Cc1ccc(O)cc1)N1Cc2ccccc2C(C(O)=O)C1=O,-6.8,446.1121737957001
154,c1ccc2c(c(-c3cc(NC4CC4)c(C)s3)n2CC(O)C2CC2)cn1,-6.1,396.0867340564728
155,O=S1(=O)N(C)C(C2=NS(=O)(=O)c3c(Cl)cccc32)=C(O)c1,-6.0,178.54307389259338
156,c1cc(-c2c(C(C)C)c3c(n2Cc2ccc[nH]c2=O)cccc3)ccc1,-6.3,296.351557970047
157,C(CCCCN(Cc1scnc1)C(C)(C)C)CC(O)C(=O)O,-4.2,336.62550163269043
158,c1ccc(-c2c(C(O)=O)n(Cc3ccccc3)c3c2SC(=O)C3)cc1Br,-6.4,305.6426796913147
159,c1ccc2c(c1)S(=O)(=O)C(C(C(N)=O)C(O)CC2)c1ccc(F)cc1,-6.5,360.0419170856476
160,C1c2c(C(=O)NS(=O)(=O)c3cc(CNC(C)(C)C)ccc3N(S(=O)(=O)C(CC)c2)C)cc(C)c1,-7.1,350.8902053833008
161,Cc1cc(S(=O)(=O)NC)cc2oc(-c3ccn(C)c3)cc12,-5.8,198.5119743347168
162,C1C2(CCN1c1ccnc(N(Cc3ccc(F)cc3)C)n1)CCC(=O)O2,-6.7,254.01517820358276
163,c1ccc2c(c1)N(Cc1c(-c3cccc(N)c3)c3ccccc3n1CC)CC2,-7.1,358.05664801597595
164,c1cc2c(cc1)S(=O)(=O)N=C(c1ccc(C(=O)O)n1CCCO)NC2=O,-5.1,311.17318534851074
165,N(C(C)C(Cc1ccccc1)C(=O)NC(O)CN1CCOCC1)=O,-5.5,289.87535643577576
166,c1(N2CCC3(C(OCCO)CCCC3)CCCC2)cc(C(=O)CCO)c1Cl,-5.2,441.39008378982544
167,C1C2CCCCC2S(=O)(NC(=O)Nc2ccc(C(C)C3CC3)s2)C1,-5.7,403.3986873626709
168,OC(N(S(=O)(=O)c1ccc(N)cn1)c1ccc(F)cc1)C(NC)=O,-6.0,327.3067514896393
169,OCc1cc(C)c2c(OC(=O)C(C#CCO)C(=O)NC)cc(C(F)(F)F)sc2cc1,-5.8,530.5838725566864
170,c1(C(=O)Nc2ccc(F)cc2)ccc1S(=O)(=O)C(=O)O,-5.2,293.7762780189514
171,c1c(Oc2ccc(C(=O)NS(=O)(=O)N(C)C)cn2)ccc(Cl)c1,-5.8,239.43481397628784
172,O=S(c1ccc(B1)C(C)C(N1CC2CC1Cl)C(=O)N2CS(C)(=O)=O)C,-5.8,0.12074971199035645
173,c1ccc(-c2nc3nc(C(NC(=O)NCCO)C4CC4)ccc3s2)cc1,-6.4,291.5927460193634
174,C(c1cc(Cl)cc2ccc(NS(=O)(C)=O)cc12)c1ccccc1,-6.7,227.806889295578
175,O=C(NC(Cc1ccc(-c2cccc(O)c2)cc1C(C)C)O)c1ccccc1C,-6.7,368.34791898727417
176,c1c(CC)cccc1S(=O)(=O)Nc1cc(C2CCCCC2)sc1C(=O)O,-6.4,272.3002769947052
177,O=S1(=O)c2c(ccc3c2cc(F)n3C)C(=O)N1CC(Oc2ccccc2)O,-7.1,287.41732835769653
178,N(C(Cc1ccc(O)cc1)C(=O)NC(C(N)=O)N1CCCC1)=O,-5.2,262.5099067687988
179,CCc1sc(-c2ccccc2F)cc1C(=O)NCc1cccc(OC)c1,-6.0,240.5332748889923
180,Fc1ccc(S(=O)(O)=O)c(-c2cc3c(c(O)c2)CS(=O)(=O)NC3)c1,-6.6,290.3132514953613
181,Fc1cc(Br)c(NS(C)(=O)=O)cc1F,-4.2,144.72759914398193
182,C(C)c1c(Br)cc(CC2=CS(=O)(=O)c3ccccc32)cc1C1nC1C,-6.0,248.35190629959106
183,c1(-c2c(Br)ncc(Nc3cc(Cl)c4sncc4c3)c2)cScc1,-5.8,218.32957792282104
184,c1(N2CCC3(C(=O)NCC3)CC2)c(Cl)c2oc(-c4ccc(F)cc4)cc2(O)c1Cl,-7.2,245.33831191062927
185,c1cc(Br)c2nn(Cc3ccc(F)cc3)cc2c1,-5.0,161.11614155769348
186,N(C(c1ccc(F)c2ccccc12)C(O)O)=O,-5.3,191.4147822856903
187,c1cc(OCC(C(F)(F)F)=O)sc1-c1ccnc(N)n1,-5.6,216.65559697151184
188,c1c(Br)ccc(Cn2c(C(=O)O)cc3c2CC(O)C3)c1N(O)S(=O)CCCC,-5.7,383.9883906841278
189,c1cc(CC(NC(c2ccccc2)C(=O)Nc2ccccn2)=O)ccc1Cl,-6.6,303.36727118492126
190,c1ccc(CCC(O)c2c(Br)cccc2)s1,-4.8,190.09945249557495
191,CC(C)CN(CCO)C(=O)Nc1cc2oc(-c3ccn(C)c3C(N)=O)nc2cc2cc21,-7.5,508.6452965736389
192,N1C(=O)C(Cc2ccc(F)cc2)Nc2ccccc2C1=O,-6.4,202.75844931602478
193,C1CC1c2c(c(C1)c(C(NC(=O)NC)C)S(=O)(=O)c1c(F)cccn2)N,-6.9,476.08887100219727
194,c1(F)cc(-c2c(C(O)=O)c(C(=O)O)c3c2ccc(Cl)cc3)c1Br,-6.4,303.8563585281372
195,c12cc(NC(=O)OCc3scc(C)n3)=C[C@H]c2ccc1Br,-4.8,196.8774106502533
196,c1(-c2c(Cl)cc(N(S(=O)(=O)C)C)c(CC(C)C)c2)ccc1,-5.5,213.3489716053009
197,c1ccc2c(c1)S(=O)(=O)Cc1c(C(=O)O)n(Cc3c(F)cccc3)ccc1n2,-6.6,389.8932545185089
198,C1C2(CCNC(=O)C3CCCCC3)OCCC1CCC2,-5.4,193.87784099578857
199,OC(=O)NC12CC3CC(C1)CC(C(F)(F)F)(C3)C2,-5.8,250.0198564529419
200,O=S1(=O)CCCNc2ccc3ccc(Cl)c(C)c3c21,-6.0,207.4553680419922
201,N1c2ccccc2Nc2cccc(c2C(C)(C)C)C1C(O)=O,-6.7,275.506995677948
202,C(NC(=O)OCC(C)C)S(=O)(=O)c1ccc(Br)cc1,-5.0,212.08669066429138
203,c12ccc(N)c(S(=O)(=O)O)c2c(-c3c(F)cccc3)cc(Cl)cc3N1ccc3,-6.9,488.2333538532257
204,C1CCCC(c2ccc(C(F)(F)F)o2)C(C)(C)C1,-5.7,176.26871919631958
205,O=C(OC)Nc1cccc2ccc(F)cc12,-6.3,148.13181686401367
206,N(C(C(Cc1ccccc1)=O)(CC)c1cccc(Br)c1)=O,-4.7,214.9583330154419
207,N(C(=O)C1(c2cccc(F)c2)CC1)C(Cc1ccccc1)N(S(=O)(C)CS)SCC,-5.4,413.22388100624084
208,N1(C(=O)Nc2c(=O)n(C)cc(N)c2)CCc2c1ccccc2=O,-6.0,190.56106185913086
209,OC(=O)c1cc(C(O)=O)c2c(cc(F)c3c2cc2c(O)c(NS2)c(F)c3)ccc1,-7.1,373.9264953136444
210,C1CN(c2nc3c(s2)cc(CC(=O)O)CC3)C[C@H]c1=O,-6.0,197.44380402565002
211,C1[CnH](NC(=O)NCC(=O)OC)c(CN2CCC3(NC3=O)CCCC2)c1,-5.7,239.45622158050537
212,CC(NC(=O)OC(c1scnc1)C(Cc1ccccc1)O)C(NC(NC)=O)=O,-6.9,354.08084321022034
213,c1(F)ccc1S(=O)(=O)Cc1cccc2c(O)cc(Cl)c(C(=O)O)c12,-5.6,331.4691879749298
214,c1c(-c2c(C(O)=O)n(Cc3ccc(F)cc3)cc2)ccc2cnc(Cl)cc12,-7.0,303.56161737442017
215,CC1CN(C(=O)c2ccnc(NC3CCCCC3)c2)C(CCC(C)C)CC(C)N1,-5.4,324.9881317615509
216,c1cc(F)cc(CC(=O)NCc2ccc(C(C(=O)O)CC)s2)c1,-5.7,260.3653643131256
217,c1ccc(-c2cc3c(cc2C(F)(F)F)c(C(=O)O)cc3=O)cc1Br,-6.7,316.0098011493683
218,FC(F)(F)CNC(Cc1ccc2c(c1)NC(=O)CS2)=O,-6.0,197.62620878219604
219,N(C(Cc1ccccc1)C(Oc1ccccc1Br)C(=O)O)C(=O)O,-5.6,298.9252116680145
220,c1c(NC(=O)c2cc(F)ccc2)ccc(C(=O)OC)c1-c1sccc1,-5.8,277.7130138874054
221,c1cc(N(CC(=O)O)S(=O)(=O)c2ccc(C)s2)cc(C2CC2)c1,-5.6,274.12954592704773
222,c12ccc(Br)c(-c3c(F)ccc(Cl)c3)c1C1=NS(=O)(=O)cc21,-6.4,198.00502824783325
223,c1ccc2c(c1)CN(c1cccc(-c3c(F)cccc3)c1Cl)C(=O)C2Cl,-7.2,296.9015460014343
224,c1(N2CCC3(NC(=O)CCC3)CC2)c(CC(F)(F)F)cc1NC(=O)O,-6.5,311.9036786556244
225,CC1C(=O)NCc2c(ccc(-c3c(=O)[nH]ccc3)c2)C1=O,-6.3,130.8809883594513
226,c1(C(=O)Nc2ccc(F)cc2C)ccc1Br,-4.9,152.1432363986969
227,C(c1c(NCC(O)=O)c(Cl)c(C)cc1)#CC1CC1,-5.8,214.43074584007263
228,c1ccc(Oc2c(Cl)ncc(NC(O)=O)c2)cc1Br,-5.5,215.72199392318726
229,C(c1cccc(B(O)OCc2ccccc2)c1)#CCO,-5.5,0.12508320808410645
230,O=C(NC(C(NC(CN1CCOCC1)CCc1ccccc1)O)N(C)C)CC(C1NO1)CC,-5.5,573.1347725391388
231,O=S1(=O)c2cc(O)ccc2S(=O)(=O)N1c1c3cc(Cl)ccc3n(C)c1,-6.4,187.360502243042
232,O=C1N(C)C(CCCc2cc3c(cc2)cc(CCO)s3)NC1=O,-6.2,247.2516565322876
233,CN1CCC(CN2C[C@H](Cc3c(F)ccc(F)c3)C[C@]c2=O)CC1=O,-6.3,232.00144815444946
234,c1c2oc(-c3ccc[nH]c3=O)c(-n3c(=O)c4cscc4[nH]c3=O)c2ccc1,-7.0,246.19085359573364
235,O=C(CC)Nc1cccc(S(c2ccc(C)cc2)CC(O)=O)c1,-6.0,290.8598942756653
236,O1C2CCC(C1)N(c1cc(-c3cccc(F)c3)ns1)C(=O)C2=O,-6.7,208.93454575538635
237,OCC#Cc1c2cc(S(O)(=O)=O)c(OC)cc2n2cc(C)c(C)cc12,-5.9,287.8517608642578
