,can,score,time
18,c1cc2c(n(C(=O)NC(C3CC3)C3CC3)s1)S(=O)(=O)C2=O,-5.1,150.35247015953064
19,C1[CH](C)C(N2C[C@@H](Cc3ccc(F)c(F)c3)CC2)C(O)C1,-5.8,189.88309025764465
20,C1CN(c2cc3c(cc2F)CS(=O)(=O)N3c2c(C)cccc2)CC1,-5.5,194.31115818023682
21,C1CCCCC1Cn1ccc2c(c(Cl)cccc2c1=O)=O,-5.5,131.44293785095215
22,c1cc(C)c2n[nH]c(=O)cc2c1N(CCCC)S(=O)(C)=O,-4.9,166.7353138923645
23,c1(Oc2cc(F)ccc2C(F)(F)F)sc1CC1CC(=O)O1,-4.7,173.07358622550964
24,C1(F)S(=O)(=O)Oc2c3ccccc3c(cc2)ccc1=O,-6.0,184.02793860435486
25,c1(F)c(-c2c(Cl)cccc2)c2cccc(C(N)=O)c12,-5.3,153.7282600402832
26,c1(F)ccc1C1(C(O)=O)C(=O)Nc2nonc21,-4.8,146.93625903129578
27,c1cc(Oc2cccc3c2CN(C)SC3)sc1CC(=O)O,-4.9,181.85997557640076
28,C1CN(CCn2c(C3CCCCC3)c3c(c2)NC(=O)CC3=O)C[C@H]1,-5.0,184.99107766151428
29,s1c(S(=O)(=O)C2CCCCC2)cc2occ3c2n1CC3,-5.7,134.8669717311859
30,c1c(C)cc(Cn2c(C#CCO)c(-c3ccc[nH]c3=O)c3ccccc32)cc1,-5.6,293.31308341026306
31,c1(C)cc(-c2sc3c(c2C(CO)=O)ccc(C(=O)O)c3)c1C(C(=O)O)O,-5.2,450.4849352836609
32,c1ccc(C(N)CN(Cc2ccccc2)C2=COCC2)cc1Br,-5.0,206.56495904922485
33,C(C)(CN(C(C)(C)O)C(C(Cc1ccccc1)=O)=O)NC(Cc1ccccc1)NCCO,-5.5,526.7146735191345
34,CS(=O)(=O)NC(Cc1ccccc1)c1cc(Oc2ccccc2)s(F)cc1,-5.9,254.50309538841248
35,O=C1N(Cc2ccccn2)S(=O)(=O)c2cc(F)ccc21,-4.9,133.0126256942749
36,C1C(c2sc3c(c2CCCO)cc(CC2CCC2)c(C(=O)NC(C)=O)c3)s1,-4.9,289.88756132125854
37,c1cc2c(cc1Cc1c(C(=O)O)c(C(O)=O)ncc1)ccc(Cl)c2Cl,-5.3,296.7559952735901
38,c1ccn(Cc2c(C(O)=O)nccc2)c1NC(=O)c1ccc(C)c(F)c1,-6.1,258.5268933773041
39,c1c(-c2c(F)cccc2)cccc1CN1C(C(=O)O)C[C@@H]1,-5.0,197.32503414154053
40,N(S(=O)(=O)c1cc(O)c(F)cc1)S(c1ccccc1)=O,-5.6,192.16296219825745
41,C(OC(F)(F)F)(OCCC)Cn1c(=O)[C@]c2ccc(C3CC3)cc21,-5.0,205.49379587173462
42,C1(C)CCCC1CNc1scc(-c2sccc2)c1C(O)C(N)=O,-4.9,227.3152940273285
43,c1cc(C(Nc2cc(NC)ncc2)=O)ccc1Br,-5.1,146.39871501922607
44,CC(C)(C)c1cc2c(ccc3c2CS3)[C@H]1,-5.1,74.43810224533081
45,Fc1cccc2c(-c3ccc(F)cc3)ccc(C(O)=O)c12,-5.5,145.18829464912415
46,N1C(CC(NS(c2ccc(C)cc2C)=O)=O)cN(CCC(C)C)CC1,-5.8,237.8397889137268
47,c1c2c(c(C(=O)NC(C(O)C(NC)=O)Cc3ccccc3)c1)c(Cl)cn2,-5.4,261.15162777900696
48,c1cc(-c2c(C(O)=O)n[nH]c2C(O)=O)sc1NC(=O)c1ccc(F)cccc1,-6.1,408.35799527168274
49,c1(F)(F)cc(c2cc(F)c3c(-c4ccc[nH]4)scc3c2C(=O)O)n1Cl,-6.2,214.59171748161316
50,C1CCCC(c2c3cc(N)c(=O)n(C)c3n(CC3CC3)c2-c2ccc(F)cc2)c1,-5.6,373.42912459373474
51,O=S1(=O)CC(O)C(C(F)(F)F)c2ccc(Cl)c(Cl)c21,-5.1,176.72316694259644
52,O1CCN1c1cccc(CNC(=O)Oc2c(F)ccc(C)c2)c1,-5.7,182.0695960521698
53,c1cc(C(F)(F)F)c(F)cc1CC(F)(F)F,-5.3,123.44774413108826
54,c1(S(=O)(=O)c2ccc(-c3c(=O)[nH]cc(C)c3)cc2)cc(Cl)c1,-6.1,179.9496681690216
55,N1(CC(=O)Nc2cc(CC(C)C)ccc2)C[C@](C(C)(C)C)CC1,-4.9,211.8703954219818
56,O=C(c1(NC(c2cccc(F)c2)=O)c(-c2ccc(F)cc2)c1)O,-5.4,244.0398392677307
57,c1cc(F)cc2c(-c3c(O)cc(F)cc3)n(Cc3ccc[nH]c3=O)cc12,-6.0,282.4395537376404
58,c1cc(NS(=O)(=O)c2ccc(N)cc2)cc(C(=O)O)c1,-5.0,210.06015753746033
59,c1c(C)c(F)cc2c(-c3ccccc3)c(C(=O)O)n(Cc3ccc(F)cc3)c12,-6.5,312.75124526023865
60,c1(N2CCC3(C(=O)OC)CCCC(O)(C2)C3)c2c(cccc2)c1Cl,-5.4,218.30356884002686
61,C1C2(CNC(=O)C3CCC(O2)=CCC3)CC(C(=O)N2CCOCC2)C1,-6.3,166.06056761741638
62,CN1c2cc(cc(Cl)c2Cc2ccccc2)C(=O)c2ccccc2S1(=O)=O,-6.1,188.7934958934784
63,c1cc(Oc2c(Br)cncc2)ccc1Cn1cccn1,-4.7,176.71975016593933
64,O(C(C)(CO)Cc1ccc(F)cc1)c1cccc(C(F)(F)F)c1,-5.9,228.48286271095276
65,OC(C(C(F)(F)F)c1cc(C(F)(F)F)ccc1)Cn1cccc1,-4.0,226.46465682983398
66,c1cc(C)cc(S(NC(=O)OC(C)(C)C)CC(O)C(O)=O)c1C(=O)O,-4.6,356.2354874610901
67,OCc1sc(-c2ccc(Br)cc2)nc1-c2cccc(C)c2,-6.5,176.54142045974731
68,C1(OC(=O)c2c(-c3ccc[nH]c3=O)c3c(nc2C2CC2)cccc3)CCC1,-5.2,248.0159924030304
69,Cc1cc(F)ccc1NC(=O)C(C(CNC(=O)CNC(C)(C)C)=O)O,-4.8,280.48320722579956
70,c1cc(ccc1)S(NC(=O)c1sc(C#CCO)cc1)=O,-4.9,193.8741693496704
71,C1C2CC(C(O)O)OCC2=NS(=O)(=O)c2ccccc21,-5.2,110.27468276023865
72,n1cccc2oc(CC(=O)NC)c(C3CCCN(C4CC4)S3(=O)=O)c(Cl)c2c1,-5.4,342.00994181632996
73,c1cc(CC)c(CNC(=O)O)cc1NC(=O)c1ccc(C(C)C)cc1,-5.5,274.84140157699585
74,c1c(N2CCC3(C(O)CO)CCCCC3C2)cc(Cl)cc1,-5.5,222.51338648796082
75,c1(C)ccc1CN1C(=O)CNc2c(Cl)cccc21,-5.0,123.5739381313324
76,O1[C@H](Cc2ccc(F)cc2)C(C(NC(Cc2ccccc2)=O)=O)N1,-6.3,222.9837682247162
77,c1(C(=O)N2C[C@H](Cc3cc(N)ncc3)C2)cccc(-c2c(C)c(CO)c2)c1,-6.3,396.50060534477234
78,c1c(Oc2ccc(Oc3ccnc(C)c3)cc2)ccc(F)c1,-6.0,195.2311773300171
79,C1C2CC(c3ccc(F)cc3)CC(C(=O)NC(C)(C)C)C2=CCC1,-5.0,254.1618082523346
80,c1cc(F)ccc1CN(c1ccc2c(c1)NC(=O)CnO2)C(Cc1ccccc1)NC,-5.7,288.96934723854065
81,CC1CCC(CC(=O)NS(=O)(=O)O)CC1=O,-4.3,146.5339057445526
82,c12c(c1)c(-c1c(=O)[nH]cc(S(=O)(=O)NC)c1)cc(C(=O)O)n2Cl,-5.2,263.4082090854645
83,c1(F)cc(C(C#CC2CCCCC2)NS(=O)(=O)c2ccccc2)c1,-4.5,216.47968244552612
84,N1(c2cccn(CC(C)C)c2=O)S(=O)(c2c(O)ccc(Cl)c2)CS(O)C1,-5.1,398.04075050354004
85,O=S(c1cc2occc2s1)O,-3.7,76.17743468284607
86,C1C2CCCCC1CC(C(O)=O)N(c1c(F)ccc(Cl)c1)CC2,-5.8,233.97074723243713
87,c1ccc2c(-c3c(F)cccc3)c(C)n(Cc3ccc[nH]c3=O)c2c1Cl,-6.0,243.83131885528564
88,C(c1ccc(C(O)=O)c(CN2C[C@](C3CC3)C(=O)C2)c1)=O,-4.4,201.8180274963379
89,N1CCOC(=O)C(C(NC(Cc2ccccc2)=O)Cc2cc(F)ccc2)C1,-6.1,271.04739356040955
90,c1cccc2nc(C(O)=O)cc(CC(O)=O)c2cc1-c1cccc(F)c1,-7.1,321.2988693714142
91,c1c(-c2c(Cl)cccc2)[nH]c2ccccc2c1=O,-5.3,86.31567049026489
92,c1cc(Cl)cc(CN(c2c(C3CC3)cccc2)C3CC(=O)N(C)C3)c1Cl,-5.3,225.0546052455902
93,CNc1nn(C(C(=O)Nc2ccc(cc2C)NC(=O)O)C(C)C)nc1,-5.2,298.83105421066284
94,N(S(=O)(=O)Nc1ccc(C)c(F)c1)c1ccc(C(C(=O)O)O)cc1,-6.0,325.88945055007935
95,C(c1ccc(Cl)cc1)c1nn(Cc2ccnc(O)c2)c(C(O)CC(=O)O)c1,-5.4,426.3232502937317
96,c1(Oc2ccc(Cl)c(Cl)c2)c(-c3c(=O)[nH]ccc3)cc1,-3.7,172.39238786697388
97,c1cc(Br)c(Cn2ccc(C)c(F)c2=O)s1,-4.1,119.16186738014221
98,O=C(O)c1cc(NS(=O)(=O)c2ccc(C)cc2)c(OC)cc1,-5.1,194.11686635017395
99,c1ncc(NS(c2ccc(N)nc2)(C#CC2CCC2)Br)cn1,-5.1,194.33240818977356
100,N(C(=O)NC(c1ccccc1)Cc1c(F)cccc1)CC(O)=O,-5.1,239.40264415740967
101,c1(N2CC(C3C(C)(C)CC(O)C3)OC)cccc(Br)c21,-4.8,178.10469675064087
102,C(CN(CC(C)C)C(c1ccccc1)c1ccccc1)NC(=O)N1CCCC1,-4.5,263.3902802467346
103,c1cccc(-c2cc(NS(=O)(=O)C)ncc2)c1-c1ccccc1,-4.1,208.96131491661072
104,C(Cc1c(F)cc(F)c(F)c1)c1nn(Cc2ccc(F)cc2)n2ccc(=O)ncc2ccc1,-6.3,333.1578950881958
105,C1CC2C(c3ccccc3)N(C(=O)C3CC3)CC(O)NC2O1,-5.2,182.60111927986145
106,c1ccc(-c2ccccn2)c(-c2c(F)ccc(Cl)c2)c1,-4.6,146.19222140312195
107,O1C2=NS(=O)(=O)c3ccc(Cl)cc3N1C1=C(CC1)C2=O,-5.8,184.27694058418274
108,c1(F)cc(CCC2(NC(=O)Nc3ccc(F)cc3)COC2)c1,-4.4,173.7099006175995
109,c1cc(F)ccc1CN1CCOC(c2scnc2)C1,-4.4,150.88403630256653
110,OB1ccc(C(O)=O)c2n(C)c(=O)cc12,-4.4,0.135880708694458
111,c1cc(F)ccc1CN1CCCOC(C)(C(C)(C)C)C1,-4.6,172.77646899223328
112,O=C(NNc1ccc(Oc2ccc(C)cc2C)cc1)c1ccccc1,-6.4,253.52045369148254
113,CNC(=O)c1ccc2c(CC)c(cc(C(=O)NCCO)n2C)s1,-5.2,286.13062739372253
114,C1(OCCN)(Cl)Cn2c(C3CCCCC3)c(Cl)c(C3CC3)c2C1,-4.7,230.24974822998047
115,c1ccc2c(c1)C(c1ccncn1)c1cc(NC3CCC3)nc(C(F)(F)F)c1C2,-5.8,326.4690866470337
116,N1(C(NCC2=CC3=NOCCN3C2)CC(=O)OC1)Cc1ccccc1Br,-5.7,239.3894464969635
117,O1CN(c2cc3nc(-c4c(N)c(Cl)cc(N)c4)ccc3s2)CCC1,-4.8,237.75611329078674
118,c1(Cl)ccc1C(N)c1cc2ccccc2s1,-2.4,134.01616716384888
119,FC(F)(C#CC(=O)N1CCN(C(=O)c2cc(Cl)cc(F)c2)CC1)F,-5.5,176.7256577014923
120,OB(c1cc(CC(NC)CCC(C)C)ccc1O)c1ccc(=O)[nH]n1,-5.5,0.12248992919921875
121,c12oc(-c3sncc3-c3ccc(C(=O)O)s3)c(C(O)CC2C(F)(F)F)c1,-5.5,304.1730124950409
122,O=S1(CC(F)(F)F)(C#CC2(CCC)CN(S(=O)(=O)C3CC3)CC2)NC1,-5.2,355.77937626838684
123,c1(F)cc(S(=O)(=O)Nc2scc(C)c2C(O)=O)c1Br,-4.4,194.15828037261963
124,c1c(C)cc(CNC(=O)OC23CC4CC(CC(C4)C2)C3)cc1C(O)=O,-6.2,223.92104268074036
125,c1cc(F)ccc1-c1cc(NC(=O)CCOC)ccC(C(Nc3nscc3)N)c1,-5.5,326.832905292511
126,c1cc(F)c(CNC(C)(C)CCC(=O)N(O)C(C(C)C)C(=O)O)cc1,-5.1,318.82481384277344
127,c1(-c2ccccc2)c(CC(O)=O)c(CC(=O)N2CCOCC2)c1N(O)Cl,-5.3,368.98366379737854
128,c1cc(Oc2c(CC(=O)O)cccc2)cc2c(c1)c(Cl)c(C(=O)O)n2,-5.8,286.22075867652893
129,CN1CCN(c2ccc(s2)NS(=O)(=O)NCc2c(F)cccc2)CC1,-5.2,212.50857663154602
130,c1cc2c(cc1NS(c1ccc(N)cc1)c1c(C1CC1)cnc(Cl)c1C)NCO2,-6.5,329.56933212280273
131,C(CO)#Cc1ccc2n(C(CCc3cccc(F)c3)CC(=O)N(C)C)ccc2c1,-5.2,356.1815493106842
132,O1CC(c2c(=O)n(CC(Nc3ccccc3)=O)oc2C(=O)O)OC(O)C1,-5.6,401.95296835899353
133,c1cccc(-C2CC3(CCN(C(=O)NCCO)CC3)CC2)c1Br,-5.9,228.75557279586792
134,c12c(ccc2S(NC(=O)OC)CNC(=O)c2c(F)ccc(Cl)c2)c1,-5.3,212.3128764629364
135,C1(=O)C(C)(CCc2ccccc2)c2c(cccc2)OCC(O)=C1,-5.0,195.6708619594574
136,O=C(c1c(-c2ccccc2)oc2c(C(F)(F)F)cccc12)O,-6.0,208.28931665420532
137,C1CN(c2c(C(O)=O)n[nH]c2C(O)=O)CC2CCCCC2C1,-5.1,230.57923245429993
138,c1ccc2c(C(O)=O)cc(-c3ccc(C(=O)NCCO)s3)nc2c1,-5.1,280.70928597450256
139,CCc1nc(O)cc(N)c1-c1cc(F)ccc1Br,-4.5,182.27651691436768
140,N(c1ccc(-c2ccccn2)c(C(F)(F)F)c1)(F)F,-3.2,163.18599843978882
141,N1CCCC(c2cc(-c3sccc3)c(C3CCCCC3)s2)CC1,-5.7,268.5250360965729
142,c1c(-c2cc(N3CCC4(CC3)CSCC4)c(C(O)=O)cc2)cccc1,-6.7,265.60069394111633
143,O=C(CC(O)(c1ccccc1)c1ccccc1)NC(=O)N1CCNCC1,-5.8,292.4729959964752
144,c1(F)(F)cccc1CC(C)C1N(CC(=O)N2CCOCC2)C[nH]c1=O,-5.3,232.89285826683044
145,C(N)(C(Cc1ccccc1)c1ccccc1)CC(C(=O)O)N1C[nH](C)CC1,-4.6,325.63853883743286
146,c1cc(NS(c2cccc(C)c2)=O)c(S(=O)(=O)NCc2ccccc2)scc1,-6.8,261.18654203414917
147,OC(c1cc(Cl)c(F)cc1)(c1cc(O)ccc1)CC(O)CN(S(C1CCC1)=O)CC,-5.8,409.9912939071655
148,O=S1(=O)c2ccccc2CN(S(=O)(=O)c2ccc(F)cc2)C(=O)Nc1CNF,-5.7,298.35727643966675
149,c1c(Br)cc(CC(O)C(N2CCCNC2=O)=O)cc1,-3.9,183.79107928276062
150,O=C(c1ccc2c(Oc3ccc(Br)cc3)cc2c1)O,-5.3,168.66278433799744
151,FC(F)(F)c1c2cc3c(n(CC(NC)=O)c2c1)ncc(Cc1ccccc1)C3=O,-5.8,297.59949231147766
152,N1C(O)N(Cc2ccc(O)c(Cl)c2)C(=O)C2(CCCCC2)S1(=O)=O,-5.4,269.9893305301666
153,OC(=O)C(Cc1ccc(O)cc1)N1Cc2ccccc2C(C(O)=O)C1=O,-4.9,426.1624858379364
154,c1ccc2c(c(-c3cc(NC4CC4)c(C)s3)n2CC(O)C2CC2)cn1,-5.9,320.0859456062317
155,O=S1(=O)N(C)C(C2=NS(=O)(=O)c3c(Cl)cccc32)=C(O)c1,-4.8,150.77338671684265
156,c1cc(-c2c(C(C)C)c3c(n2Cc2ccc[nH]c2=O)cccc3)ccc1,-5.4,264.15202045440674
157,C(CCCCN(Cc1scnc1)C(C)(C)C)CC(O)C(=O)O,-4.3,301.652930021286
158,c1ccc(-c2c(C(O)=O)n(Cc3ccccc3)c3c2SC(=O)C3)cc1Br,-5.3,272.6308150291443
159,c1ccc2c(c1)S(=O)(=O)C(C(C(N)=O)C(O)CC2)c1ccc(F)cc1,-5.0,330.25714087486267
160,C1c2c(C(=O)NS(=O)(=O)c3cc(CNC(C)(C)C)ccc3N(S(=O)(=O)C(CC)c2)C)cc(C)c1,-6.7,323.3045721054077
161,Cc1cc(S(=O)(=O)NC)cc2oc(-c3ccn(C)c3)cc12,-5.7,161.4005365371704
162,C1C2(CCN1c1ccnc(N(Cc3ccc(F)cc3)C)n1)CCC(=O)O2,-7.0,215.14486622810364
163,c1ccc2c(c1)N(Cc1c(-c3cccc(N)c3)c3ccccc3n1CC)CC2,-5.5,327.1929581165314
164,c1cc2c(cc1)S(=O)(=O)N=C(c1ccc(C(=O)O)n1CCCO)NC2=O,-4.9,276.0438883304596
165,N(C(C)C(Cc1ccccc1)C(=O)NC(O)CN1CCOCC1)=O,-6.2,270.0837893486023
166,c1(N2CCC3(C(OCCO)CCCC3)CCCC2)cc(C(=O)CCO)c1Cl,-4.6,412.1170451641083
167,C1C2CCCCC2S(=O)(NC(=O)Nc2ccc(C(C)C3CC3)s2)C1,-5.2,434.16227889060974
168,OC(N(S(=O)(=O)c1ccc(N)cn1)c1ccc(F)cc1)C(NC)=O,-4.9,291.93122029304504
169,OCc1cc(C)c2c(OC(=O)C(C#CCO)C(=O)NC)cc(C(F)(F)F)sc2cc1,-5.1,538.7306408882141
170,c1(C(=O)Nc2ccc(F)cc2)ccc1S(=O)(=O)C(=O)O,-5.0,263.02604150772095
171,c1c(Oc2ccc(C(=O)NS(=O)(=O)N(C)C)cn2)ccc(Cl)c1,-5.2,206.95822191238403
172,O=S(c1ccc(B1)C(C)C(N1CC2CC1Cl)C(=O)N2CS(C)(=O)=O)C,-5.2,0.11914634704589844
173,c1ccc(-c2nc3nc(C(NC(=O)NCCO)C4CC4)ccc3s2)cc1,-6.1,256.6668698787689
174,C(c1cc(Cl)cc2ccc(NS(=O)(C)=O)cc12)c1ccccc1,-6.2,190.05424404144287
175,O=C(NC(Cc1ccc(-c2cccc(O)c2)cc1C(C)C)O)c1ccccc1C,-6.7,338.2700181007385
176,c1c(CC)cccc1S(=O)(=O)Nc1cc(C2CCCCC2)sc1C(=O)O,-5.3,235.77783870697021
177,O=S1(=O)c2c(ccc3c2cc(F)n3C)C(=O)N1CC(Oc2ccccc2)O,-7.1,256.95511293411255
178,N(C(Cc1ccc(O)cc1)C(=O)NC(C(N)=O)N1CCCC1)=O,-5.8,220.84441590309143
179,CCc1sc(-c2ccccc2F)cc1C(=O)NCc1cccc(OC)c1,-6.0,214.32186102867126
180,Fc1ccc(S(=O)(O)=O)c(-c2cc3c(c(O)c2)CS(=O)(=O)NC3)c1,-5.1,258.8863425254822
181,Fc1cc(Br)c(NS(C)(=O)=O)cc1F,-4.0,111.57539892196655
182,C(C)c1c(Br)cc(CC2=CS(=O)(=O)c3ccccc32)cc1C1nC1C,-4.9,215.00246262550354
183,c1(-c2c(Br)ncc(Nc3cc(Cl)c4sncc4c3)c2)cScc1,-4.5,181.57851815223694
184,c1(N2CCC3(C(=O)NCC3)CC2)c(Cl)c2oc(-c4ccc(F)cc4)cc2(O)c1Cl,-6.2,235.44529008865356
185,c1cc(Br)c2nn(Cc3ccc(F)cc3)cc2c1,-4.1,125.32803678512573
186,N(C(c1ccc(F)c2ccccc12)C(O)O)=O,-4.9,160.6150074005127
187,c1cc(OCC(C(F)(F)F)=O)sc1-c1ccnc(N)n1,-5.1,182.62263345718384
188,c1c(Br)ccc(Cn2c(C(=O)O)cc3c2CC(O)C3)c1N(O)S(=O)CCCC,-5.1,358.498574256897
189,c1cc(CC(NC(c2ccccc2)C(=O)Nc2ccccn2)=O)ccc1Cl,-5.7,273.00002217292786
190,c1ccc(CCC(O)c2c(Br)cccc2)s1,-4.9,156.8396463394165
191,CC(C)CN(CCO)C(=O)Nc1cc2oc(-c3ccn(C)c3C(N)=O)nc2cc2cc21,-6.4,505.6765990257263
192,N1C(=O)C(Cc2ccc(F)cc2)Nc2ccccc2C1=O,-6.2,166.57486987113953
193,C1CC1c2c(c(C1)c(C(NC(=O)NC)C)S(=O)(=O)c1c(F)cccn2)N,-6.1,452.0534567832947
194,c1(F)cc(-c2c(C(O)=O)c(C(=O)O)c3c2ccc(Cl)cc3)c1Br,-5.1,298.74719309806824
195,c12cc(NC(=O)OCc3scc(C)n3)=C[C@H]c2ccc1Br,-5.6,163.08148336410522
196,c1(-c2c(Cl)cc(N(S(=O)(=O)C)C)c(CC(C)C)c2)ccc1,-5.0,161.6784212589264
197,c1ccc2c(c1)S(=O)(=O)Cc1c(C(=O)O)n(Cc3c(F)cccc3)ccc1n2,-5.6,364.69772577285767
198,C1C2(CCNC(=O)C3CCCCC3)OCCC1CCC2,-4.7,161.44198036193848
199,OC(=O)NC12CC3CC(C1)CC(C(F)(F)F)(C3)C2,-5.2,180.023362159729
200,O=S1(=O)CCCNc2ccc3ccc(Cl)c(C)c3c21,-6.0,176.10649824142456
201,N1c2ccccc2Nc2cccc(c2C(C)(C)C)C1C(O)=O,-5.5,240.39663743972778
202,C(NC(=O)OCC(C)C)S(=O)(=O)c1ccc(Br)cc1,-5.1,177.0706570148468
203,c12ccc(N)c(S(=O)(=O)O)c2c(-c3c(F)cccc3)cc(Cl)cc3N1ccc3,-6.1,463.86854815483093
204,C1CCCC(c2ccc(C(F)(F)F)o2)C(C)(C)C1,-4.6,141.5788893699646
205,O=C(OC)Nc1cccc2ccc(F)cc12,-5.2,110.32444548606873
206,N(C(C(Cc1ccccc1)=O)(CC)c1cccc(Br)c1)=O,-4.5,183.5687050819397
207,N(C(=O)C1(c2cccc(F)c2)CC1)C(Cc1ccccc1)N(S(=O)(C)CS)SCC,-4.6,373.85176634788513
208,N1(C(=O)Nc2c(=O)n(C)cc(N)c2)CCc2c1ccccc2=O,-5.5,254.14590096473694
209,OC(=O)c1cc(C(O)=O)c2c(cc(F)c3c2cc2c(O)c(NS2)c(F)c3)ccc1,-6.2,440.21833300590515
210,C1CN(c2nc3c(s2)cc(CC(=O)O)CC3)C[C@H]c1=O,-5.1,165.45380210876465
211,C1[CnH](NC(=O)NCC(=O)OC)c(CN2CCC3(NC3=O)CCCC2)c1,-5.5,214.8299593925476
212,CC(NC(=O)OC(c1scnc1)C(Cc1ccccc1)O)C(NC(NC)=O)=O,-5.3,312.5421144962311
213,c1(F)ccc1S(=O)(=O)Cc1cccc2c(O)cc(Cl)c(C(=O)O)c12,-5.2,303.71302938461304
214,c1c(-c2c(C(O)=O)n(Cc3ccc(F)cc3)cc2)ccc2cnc(Cl)cc12,-6.5,268.29468536376953
215,CC1CN(C(=O)c2ccnc(NC3CCCCC3)c2)C(CCC(C)C)CC(C)N1,-4.8,285.5399446487427
216,c1cc(F)cc(CC(=O)NCc2ccc(C(C(=O)O)CC)s2)c1,-5.9,226.14197826385498
217,c1ccc(-c2cc3c(cc2C(F)(F)F)c(C(=O)O)cc3=O)cc1Br,-5.9,286.7561731338501
218,FC(F)(F)CNC(Cc1ccc2c(c1)NC(=O)CS2)=O,-5.1,160.15706729888916
219,N(C(Cc1ccccc1)C(Oc1ccccc1Br)C(=O)O)C(=O)O,-5.3,267.2964177131653
220,c1c(NC(=O)c2cc(F)ccc2)ccc(C(=O)OC)c1-c1sccc1,-5.6,242.74077367782593
221,c1cc(N(CC(=O)O)S(=O)(=O)c2ccc(C)s2)cc(C2CC2)c1,-4.9,238.36201000213623
222,c12ccc(Br)c(-c3c(F)ccc(Cl)c3)c1C1=NS(=O)(=O)cc21,-6.0,162.49560117721558
223,c1ccc2c(c1)CN(c1cccc(-c3c(F)cccc3)c1Cl)C(=O)C2Cl,-6.3,255.9826123714447
224,c1(N2CCC3(NC(=O)CCC3)CC2)c(CC(F)(F)F)cc1NC(=O)O,-6.3,392.49322390556335
225,CC1C(=O)NCc2c(ccc(-c3c(=O)[nH]ccc3)c2)C1=O,-5.6,163.314959526062
226,c1(C(=O)Nc2ccc(F)cc2C)ccc1Br,-4.8,120.58483839035034
227,C(c1c(NCC(O)=O)c(Cl)c(C)cc1)#CC1CC1,-4.6,183.6569836139679
228,c1ccc(Oc2c(Cl)ncc(NC(O)=O)c2)cc1Br,-4.9,180.734384059906
229,C(c1cccc(B(O)OCc2ccccc2)c1)#CCO,-4.9,0.12188267707824707
230,O=C(NC(C(NC(CN1CCOCC1)CCc1ccccc1)O)N(C)C)CC(C1NO1)CC,-5.5,533.8832430839539
231,O=S1(=O)c2cc(O)ccc2S(=O)(=O)N1c1c3cc(Cl)ccc3n(C)c1,-5.8,190.31371212005615
232,O=C1N(C)C(CCCc2cc3c(cc2)cc(CCO)s3)NC1=O,-5.9,213.4806101322174
233,CN1CCC(CN2C[C@H](Cc3c(F)ccc(F)c3)C[C@]c2=O)CC1=O,-5.6,199.3596363067627
234,c1c2oc(-c3ccc[nH]c3=O)c(-n3c(=O)c4cscc4[nH]c3=O)c2ccc1,-5.6,223.72252416610718
235,O=C(CC)Nc1cccc(S(c2ccc(C)cc2)CC(O)=O)c1,-5.3,256.6652133464813
236,O1C2CCC(C1)N(c1cc(-c3cccc(F)c3)ns1)C(=O)C2=O,-6.4,175.60565304756165
237,OCC#Cc1c2cc(S(O)(=O)=O)c(OC)cc2n2cc(C)c(C)cc12,-4.9,255.89742016792297
