,can,score,time
25,c1(F)c(-c2c(Cl)cccc2)c2cccc(C(N)=O)c12,,
26,c1(F)ccc1C1(C(O)=O)C(=O)Nc2nonc21,,
27,c1cc(Oc2cccc3c2CN(C)SC3)sc1CC(=O)O,,
28,C1CN(CCn2c(C3CCCCC3)c3c(c2)NC(=O)CC3=O)C[C@H]1,,
29,s1c(S(=O)(=O)C2CCCCC2)cc2occ3c2n1CC3,,
30,c1c(C)cc(Cn2c(C#CCO)c(-c3ccc[nH]c3=O)c3ccccc32)cc1,,
31,c1(C)cc(-c2sc3c(c2C(CO)=O)ccc(C(=O)O)c3)c1C(C(=O)O)O,,
32,c1ccc(C(N)CN(Cc2ccccc2)C2=COCC2)cc1Br,,
33,C(C)(CN(C(C)(C)O)C(C(Cc1ccccc1)=O)=O)NC(Cc1ccccc1)NCCO,,
34,CS(=O)(=O)NC(Cc1ccccc1)c1cc(Oc2ccccc2)s(F)cc1,,
35,O=C1N(Cc2ccccn2)S(=O)(=O)c2cc(F)ccc21,,
36,C1C(c2sc3c(c2CCCO)cc(CC2CCC2)c(C(=O)NC(C)=O)c3)s1,,
37,c1cc2c(cc1Cc1c(C(=O)O)c(C(O)=O)ncc1)ccc(Cl)c2Cl,,
38,c1ccn(Cc2c(C(O)=O)nccc2)c1NC(=O)c1ccc(C)c(F)c1,,
39,c1c(-c2c(F)cccc2)cccc1CN1C(C(=O)O)C[C@@H]1,,
40,N(S(=O)(=O)c1cc(O)c(F)cc1)S(c1ccccc1)=O,,
41,C(OC(F)(F)F)(OCCC)Cn1c(=O)[C@]c2ccc(C3CC3)cc21,,
42,C1(C)CCCC1CNc1scc(-c2sccc2)c1C(O)C(N)=O,,
43,c1cc(C(Nc2cc(NC)ncc2)=O)ccc1Br,,
44,CC(C)(C)c1cc2c(ccc3c2CS3)[C@H]1,,
45,Fc1cccc2c(-c3ccc(F)cc3)ccc(C(O)=O)c12,,
46,N1C(CC(NS(c2ccc(C)cc2C)=O)=O)cN(CCC(C)C)CC1,,
47,c1c2c(c(C(=O)NC(C(O)C(NC)=O)Cc3ccccc3)c1)c(Cl)cn2,,
48,c1cc(-c2c(C(O)=O)n[nH]c2C(O)=O)sc1NC(=O)c1ccc(F)cccc1,,
49,c1(F)(F)cc(c2cc(F)c3c(-c4ccc[nH]4)scc3c2C(=O)O)n1Cl,,
50,C1CCCC(c2c3cc(N)c(=O)n(C)c3n(CC3CC3)c2-c2ccc(F)cc2)c1,,
51,O=S1(=O)CC(O)C(C(F)(F)F)c2ccc(Cl)c(Cl)c21,,
52,O1CCN1c1cccc(CNC(=O)Oc2c(F)ccc(C)c2)c1,,
53,c1cc(C(F)(F)F)c(F)cc1CC(F)(F)F,,
54,c1(S(=O)(=O)c2ccc(-c3c(=O)[nH]cc(C)c3)cc2)cc(Cl)c1,,
55,N1(CC(=O)Nc2cc(CC(C)C)ccc2)C[C@](C(C)(C)C)CC1,,
56,O=C(c1(NC(c2cccc(F)c2)=O)c(-c2ccc(F)cc2)c1)O,,
57,c1cc(F)cc2c(-c3c(O)cc(F)cc3)n(Cc3ccc[nH]c3=O)cc12,,
58,c1cc(NS(=O)(=O)c2ccc(N)cc2)cc(C(=O)O)c1,,
59,c1c(C)c(F)cc2c(-c3ccccc3)c(C(=O)O)n(Cc3ccc(F)cc3)c12,,
60,c1(N2CCC3(C(=O)OC)CCCC(O)(C2)C3)c2c(cccc2)c1Cl,,
61,C1C2(CNC(=O)C3CCC(O2)=CCC3)CC(C(=O)N2CCOCC2)C1,,
62,CN1c2cc(cc(Cl)c2Cc2ccccc2)C(=O)c2ccccc2S1(=O)=O,,
63,c1cc(Oc2c(Br)cncc2)ccc1Cn1cccn1,,
64,O(C(C)(CO)Cc1ccc(F)cc1)c1cccc(C(F)(F)F)c1,,
65,OC(C(C(F)(F)F)c1cc(C(F)(F)F)ccc1)Cn1cccc1,,
66,c1cc(C)cc(S(NC(=O)OC(C)(C)C)CC(O)C(O)=O)c1C(=O)O,,
67,OCc1sc(-c2ccc(Br)cc2)nc1-c2cccc(C)c2,,
68,C1(OC(=O)c2c(-c3ccc[nH]c3=O)c3c(nc2C2CC2)cccc3)CCC1,,
69,Cc1cc(F)ccc1NC(=O)C(C(CNC(=O)CNC(C)(C)C)=O)O,,
70,c1cc(ccc1)S(NC(=O)c1sc(C#CCO)cc1)=O,,
71,C1C2CC(C(O)O)OCC2=NS(=O)(=O)c2ccccc21,,
72,n1cccc2oc(CC(=O)NC)c(C3CCCN(C4CC4)S3(=O)=O)c(Cl)c2c1,,
73,c1cc(CC)c(CNC(=O)O)cc1NC(=O)c1ccc(C(C)C)cc1,,
74,c1c(N2CCC3(C(O)CO)CCCCC3C2)cc(Cl)cc1,,
75,c1(C)ccc1CN1C(=O)CNc2c(Cl)cccc21,,
76,O1[C@H](Cc2ccc(F)cc2)C(C(NC(Cc2ccccc2)=O)=O)N1,,
77,c1(C(=O)N2C[C@H](Cc3cc(N)ncc3)C2)cccc(-c2c(C)c(CO)c2)c1,,
78,c1c(Oc2ccc(Oc3ccnc(C)c3)cc2)ccc(F)c1,,
79,C1C2CC(c3ccc(F)cc3)CC(C(=O)NC(C)(C)C)C2=CCC1,,
80,c1cc(F)ccc1CN(c1ccc2c(c1)NC(=O)CnO2)C(Cc1ccccc1)NC,,
81,CC1CCC(CC(=O)NS(=O)(=O)O)CC1=O,,
82,c12c(c1)c(-c1c(=O)[nH]cc(S(=O)(=O)NC)c1)cc(C(=O)O)n2Cl,,
83,c1(F)cc(C(C#CC2CCCCC2)NS(=O)(=O)c2ccccc2)c1,,
84,N1(c2cccn(CC(C)C)c2=O)S(=O)(c2c(O)ccc(Cl)c2)CS(O)C1,,
85,O=S(c1cc2occc2s1)O,,
86,C1C2CCCCC1CC(C(O)=O)N(c1c(F)ccc(Cl)c1)CC2,,
87,c1ccc2c(-c3c(F)cccc3)c(C)n(Cc3ccc[nH]c3=O)c2c1Cl,,
88,C(c1ccc(C(O)=O)c(CN2C[C@](C3CC3)C(=O)C2)c1)=O,,
89,N1CCOC(=O)C(C(NC(Cc2ccccc2)=O)Cc2cc(F)ccc2)C1,,
90,c1cccc2nc(C(O)=O)cc(CC(O)=O)c2cc1-c1cccc(F)c1,,
91,c1c(-c2c(Cl)cccc2)[nH]c2ccccc2c1=O,,
92,c1cc(Cl)cc(CN(c2c(C3CC3)cccc2)C3CC(=O)N(C)C3)c1Cl,,
93,CNc1nn(C(C(=O)Nc2ccc(cc2C)NC(=O)O)C(C)C)nc1,,
94,N(S(=O)(=O)Nc1ccc(C)c(F)c1)c1ccc(C(C(=O)O)O)cc1,,
95,C(c1ccc(Cl)cc1)c1nn(Cc2ccnc(O)c2)c(C(O)CC(=O)O)c1,,
96,c1(Oc2ccc(Cl)c(Cl)c2)c(-c3c(=O)[nH]ccc3)cc1,,
97,c1cc(Br)c(Cn2ccc(C)c(F)c2=O)s1,,
98,O=C(O)c1cc(NS(=O)(=O)c2ccc(C)cc2)c(OC)cc1,,
99,c1ncc(NS(c2ccc(N)nc2)(C#CC2CCC2)Br)cn1,,
100,N(C(=O)NC(c1ccccc1)Cc1c(F)cccc1)CC(O)=O,,
101,c1(N2CC(C3C(C)(C)CC(O)C3)OC)cccc(Br)c21,,
102,C(CN(CC(C)C)C(c1ccccc1)c1ccccc1)NC(=O)N1CCCC1,,
103,c1cccc(-c2cc(NS(=O)(=O)C)ncc2)c1-c1ccccc1,,
104,C(Cc1c(F)cc(F)c(F)c1)c1nn(Cc2ccc(F)cc2)n2ccc(=O)ncc2ccc1,,
105,C1CC2C(c3ccccc3)N(C(=O)C3CC3)CC(O)NC2O1,,
106,c1ccc(-c2ccccn2)c(-c2c(F)ccc(Cl)c2)c1,,
107,O1C2=NS(=O)(=O)c3ccc(Cl)cc3N1C1=C(CC1)C2=O,,
108,c1(F)cc(CCC2(NC(=O)Nc3ccc(F)cc3)COC2)c1,,
109,c1cc(F)ccc1CN1CCOC(c2scnc2)C1,,
110,OB1ccc(C(O)=O)c2n(C)c(=O)cc12,,
111,c1cc(F)ccc1CN1CCCOC(C)(C(C)(C)C)C1,,
112,O=C(NNc1ccc(Oc2ccc(C)cc2C)cc1)c1ccccc1,,
113,CNC(=O)c1ccc2c(CC)c(cc(C(=O)NCCO)n2C)s1,,
114,C1(OCCN)(Cl)Cn2c(C3CCCCC3)c(Cl)c(C3CC3)c2C1,,
115,c1ccc2c(c1)C(c1ccncn1)c1cc(NC3CCC3)nc(C(F)(F)F)c1C2,,
116,N1(C(NCC2=CC3=NOCCN3C2)CC(=O)OC1)Cc1ccccc1Br,,
117,O1CN(c2cc3nc(-c4c(N)c(Cl)cc(N)c4)ccc3s2)CCC1,,
118,c1(Cl)ccc1C(N)c1cc2ccccc2s1,,
119,FC(F)(C#CC(=O)N1CCN(C(=O)c2cc(Cl)cc(F)c2)CC1)F,,
120,OB(c1cc(CC(NC)CCC(C)C)ccc1O)c1ccc(=O)[nH]n1,,
121,c12oc(-c3sncc3-c3ccc(C(=O)O)s3)c(C(O)CC2C(F)(F)F)c1,,
122,O=S1(CC(F)(F)F)(C#CC2(CCC)CN(S(=O)(=O)C3CC3)CC2)NC1,,
123,c1(F)cc(S(=O)(=O)Nc2scc(C)c2C(O)=O)c1Br,,
124,c1c(C)cc(CNC(=O)OC23CC4CC(CC(C4)C2)C3)cc1C(O)=O,,
125,c1cc(F)ccc1-c1cc(NC(=O)CCOC)ccC(C(Nc3nscc3)N)c1,,
126,c1cc(F)c(CNC(C)(C)CCC(=O)N(O)C(C(C)C)C(=O)O)cc1,,
127,c1(-c2ccccc2)c(CC(O)=O)c(CC(=O)N2CCOCC2)c1N(O)Cl,,
128,c1cc(Oc2c(CC(=O)O)cccc2)cc2c(c1)c(Cl)c(C(=O)O)n2,,
129,CN1CCN(c2ccc(s2)NS(=O)(=O)NCc2c(F)cccc2)CC1,,
130,c1cc2c(cc1NS(c1ccc(N)cc1)c1c(C1CC1)cnc(Cl)c1C)NCO2,,
131,C(CO)#Cc1ccc2n(C(CCc3cccc(F)c3)CC(=O)N(C)C)ccc2c1,,
132,O1CC(c2c(=O)n(CC(Nc3ccccc3)=O)oc2C(=O)O)OC(O)C1,,
133,c1cccc(-C2CC3(CCN(C(=O)NCCO)CC3)CC2)c1Br,,
134,c12c(ccc2S(NC(=O)OC)CNC(=O)c2c(F)ccc(Cl)c2)c1,,
135,C1(=O)C(C)(CCc2ccccc2)c2c(cccc2)OCC(O)=C1,,
136,O=C(c1c(-c2ccccc2)oc2c(C(F)(F)F)cccc12)O,,
137,C1CN(c2c(C(O)=O)n[nH]c2C(O)=O)CC2CCCCC2C1,,
138,c1ccc2c(C(O)=O)cc(-c3ccc(C(=O)NCCO)s3)nc2c1,,
139,CCc1nc(O)cc(N)c1-c1cc(F)ccc1Br,,
140,N(c1ccc(-c2ccccn2)c(C(F)(F)F)c1)(F)F,,
141,N1CCCC(c2cc(-c3sccc3)c(C3CCCCC3)s2)CC1,,
142,c1c(-c2cc(N3CCC4(CC3)CSCC4)c(C(O)=O)cc2)cccc1,,
143,O=C(CC(O)(c1ccccc1)c1ccccc1)NC(=O)N1CCNCC1,,
144,c1(F)(F)cccc1CC(C)C1N(CC(=O)N2CCOCC2)C[nH]c1=O,,
145,C(N)(C(Cc1ccccc1)c1ccccc1)CC(C(=O)O)N1C[nH](C)CC1,,
146,c1cc(NS(c2cccc(C)c2)=O)c(S(=O)(=O)NCc2ccccc2)scc1,,
147,OC(c1cc(Cl)c(F)cc1)(c1cc(O)ccc1)CC(O)CN(S(C1CCC1)=O)CC,,
148,O=S1(=O)c2ccccc2CN(S(=O)(=O)c2ccc(F)cc2)C(=O)Nc1CNF,,
149,c1c(Br)cc(CC(O)C(N2CCCNC2=O)=O)cc1,,
150,O=C(c1ccc2c(Oc3ccc(Br)cc3)cc2c1)O,,
151,FC(F)(F)c1c2cc3c(n(CC(NC)=O)c2c1)ncc(Cc1ccccc1)C3=O,,
152,N1C(O)N(Cc2ccc(O)c(Cl)c2)C(=O)C2(CCCCC2)S1(=O)=O,,
153,OC(=O)C(Cc1ccc(O)cc1)N1Cc2ccccc2C(C(O)=O)C1=O,,
154,c1ccc2c(c(-c3cc(NC4CC4)c(C)s3)n2CC(O)C2CC2)cn1,,
155,O=S1(=O)N(C)C(C2=NS(=O)(=O)c3c(Cl)cccc32)=C(O)c1,,
156,c1cc(-c2c(C(C)C)c3c(n2Cc2ccc[nH]c2=O)cccc3)ccc1,,
157,C(CCCCN(Cc1scnc1)C(C)(C)C)CC(O)C(=O)O,,
158,c1ccc(-c2c(C(O)=O)n(Cc3ccccc3)c3c2SC(=O)C3)cc1Br,,
159,c1ccc2c(c1)S(=O)(=O)C(C(C(N)=O)C(O)CC2)c1ccc(F)cc1,,
160,C1c2c(C(=O)NS(=O)(=O)c3cc(CNC(C)(C)C)ccc3N(S(=O)(=O)C(CC)c2)C)cc(C)c1,,
161,Cc1cc(S(=O)(=O)NC)cc2oc(-c3ccn(C)c3)cc12,,
162,C1C2(CCN1c1ccnc(N(Cc3ccc(F)cc3)C)n1)CCC(=O)O2,,
163,c1ccc2c(c1)N(Cc1c(-c3cccc(N)c3)c3ccccc3n1CC)CC2,,
164,c1cc2c(cc1)S(=O)(=O)N=C(c1ccc(C(=O)O)n1CCCO)NC2=O,,
165,N(C(C)C(Cc1ccccc1)C(=O)NC(O)CN1CCOCC1)=O,,
166,c1(N2CCC3(C(OCCO)CCCC3)CCCC2)cc(C(=O)CCO)c1Cl,,
167,C1C2CCCCC2S(=O)(NC(=O)Nc2ccc(C(C)C3CC3)s2)C1,,
168,OC(N(S(=O)(=O)c1ccc(N)cn1)c1ccc(F)cc1)C(NC)=O,,
169,OCc1cc(C)c2c(OC(=O)C(C#CCO)C(=O)NC)cc(C(F)(F)F)sc2cc1,,
170,c1(C(=O)Nc2ccc(F)cc2)ccc1S(=O)(=O)C(=O)O,,
171,c1c(Oc2ccc(C(=O)NS(=O)(=O)N(C)C)cn2)ccc(Cl)c1,,
172,O=S(c1ccc(B1)C(C)C(N1CC2CC1Cl)C(=O)N2CS(C)(=O)=O)C,,
173,c1ccc(-c2nc3nc(C(NC(=O)NCCO)C4CC4)ccc3s2)cc1,,
174,C(c1cc(Cl)cc2ccc(NS(=O)(C)=O)cc12)c1ccccc1,,
175,O=C(NC(Cc1ccc(-c2cccc(O)c2)cc1C(C)C)O)c1ccccc1C,,
176,c1c(CC)cccc1S(=O)(=O)Nc1cc(C2CCCCC2)sc1C(=O)O,,
177,O=S1(=O)c2c(ccc3c2cc(F)n3C)C(=O)N1CC(Oc2ccccc2)O,,
178,N(C(Cc1ccc(O)cc1)C(=O)NC(C(N)=O)N1CCCC1)=O,,
179,CCc1sc(-c2ccccc2F)cc1C(=O)NCc1cccc(OC)c1,,
180,Fc1ccc(S(=O)(O)=O)c(-c2cc3c(c(O)c2)CS(=O)(=O)NC3)c1,,
181,Fc1cc(Br)c(NS(C)(=O)=O)cc1F,,
182,C(C)c1c(Br)cc(CC2=CS(=O)(=O)c3ccccc32)cc1C1nC1C,,
183,c1(-c2c(Br)ncc(Nc3cc(Cl)c4sncc4c3)c2)cScc1,,
184,c1(N2CCC3(C(=O)NCC3)CC2)c(Cl)c2oc(-c4ccc(F)cc4)cc2(O)c1Cl,,
185,c1cc(Br)c2nn(Cc3ccc(F)cc3)cc2c1,,
186,N(C(c1ccc(F)c2ccccc12)C(O)O)=O,,
187,c1cc(OCC(C(F)(F)F)=O)sc1-c1ccnc(N)n1,,
188,c1c(Br)ccc(Cn2c(C(=O)O)cc3c2CC(O)C3)c1N(O)S(=O)CCCC,,
189,c1cc(CC(NC(c2ccccc2)C(=O)Nc2ccccn2)=O)ccc1Cl,,
190,c1ccc(CCC(O)c2c(Br)cccc2)s1,,
191,CC(C)CN(CCO)C(=O)Nc1cc2oc(-c3ccn(C)c3C(N)=O)nc2cc2cc21,,
192,N1C(=O)C(Cc2ccc(F)cc2)Nc2ccccc2C1=O,,
193,C1CC1c2c(c(C1)c(C(NC(=O)NC)C)S(=O)(=O)c1c(F)cccn2)N,,
194,c1(F)cc(-c2c(C(O)=O)c(C(=O)O)c3c2ccc(Cl)cc3)c1Br,,
195,c12cc(NC(=O)OCc3scc(C)n3)=C[C@H]c2ccc1Br,,
196,c1(-c2c(Cl)cc(N(S(=O)(=O)C)C)c(CC(C)C)c2)ccc1,,
197,c1ccc2c(c1)S(=O)(=O)Cc1c(C(=O)O)n(Cc3c(F)cccc3)ccc1n2,,
198,C1C2(CCNC(=O)C3CCCCC3)OCCC1CCC2,,
199,OC(=O)NC12CC3CC(C1)CC(C(F)(F)F)(C3)C2,,
200,O=S1(=O)CCCNc2ccc3ccc(Cl)c(C)c3c21,,
201,N1c2ccccc2Nc2cccc(c2C(C)(C)C)C1C(O)=O,,
202,C(NC(=O)OCC(C)C)S(=O)(=O)c1ccc(Br)cc1,,
203,c12ccc(N)c(S(=O)(=O)O)c2c(-c3c(F)cccc3)cc(Cl)cc3N1ccc3,,
204,C1CCCC(c2ccc(C(F)(F)F)o2)C(C)(C)C1,,
205,O=C(OC)Nc1cccc2ccc(F)cc12,,
206,N(C(C(Cc1ccccc1)=O)(CC)c1cccc(Br)c1)=O,,
207,N(C(=O)C1(c2cccc(F)c2)CC1)C(Cc1ccccc1)N(S(=O)(C)CS)SCC,,
208,N1(C(=O)Nc2c(=O)n(C)cc(N)c2)CCc2c1ccccc2=O,,
209,OC(=O)c1cc(C(O)=O)c2c(cc(F)c3c2cc2c(O)c(NS2)c(F)c3)ccc1,,
210,C1CN(c2nc3c(s2)cc(CC(=O)O)CC3)C[C@H]c1=O,,
211,C1[CnH](NC(=O)NCC(=O)OC)c(CN2CCC3(NC3=O)CCCC2)c1,,
212,CC(NC(=O)OC(c1scnc1)C(Cc1ccccc1)O)C(NC(NC)=O)=O,,
213,c1(F)ccc1S(=O)(=O)Cc1cccc2c(O)cc(Cl)c(C(=O)O)c12,,
214,c1c(-c2c(C(O)=O)n(Cc3ccc(F)cc3)cc2)ccc2cnc(Cl)cc12,,
215,CC1CN(C(=O)c2ccnc(NC3CCCCC3)c2)C(CCC(C)C)CC(C)N1,,
216,c1cc(F)cc(CC(=O)NCc2ccc(C(C(=O)O)CC)s2)c1,,
217,c1ccc(-c2cc3c(cc2C(F)(F)F)c(C(=O)O)cc3=O)cc1Br,,
218,FC(F)(F)CNC(Cc1ccc2c(c1)NC(=O)CS2)=O,,
219,N(C(Cc1ccccc1)C(Oc1ccccc1Br)C(=O)O)C(=O)O,,
220,c1c(NC(=O)c2cc(F)ccc2)ccc(C(=O)OC)c1-c1sccc1,,
221,c1cc(N(CC(=O)O)S(=O)(=O)c2ccc(C)s2)cc(C2CC2)c1,,
222,c12ccc(Br)c(-c3c(F)ccc(Cl)c3)c1C1=NS(=O)(=O)cc21,,
223,c1ccc2c(c1)CN(c1cccc(-c3c(F)cccc3)c1Cl)C(=O)C2Cl,,
224,c1(N2CCC3(NC(=O)CCC3)CC2)c(CC(F)(F)F)cc1NC(=O)O,,
225,CC1C(=O)NCc2c(ccc(-c3c(=O)[nH]ccc3)c2)C1=O,,
226,c1(C(=O)Nc2ccc(F)cc2C)ccc1Br,,
227,C(c1c(NCC(O)=O)c(Cl)c(C)cc1)#CC1CC1,,
228,c1ccc(Oc2c(Cl)ncc(NC(O)=O)c2)cc1Br,,
229,C(c1cccc(B(O)OCc2ccccc2)c1)#CCO,,
230,O=C(NC(C(NC(CN1CCOCC1)CCc1ccccc1)O)N(C)C)CC(C1NO1)CC,,
231,O=S1(=O)c2cc(O)ccc2S(=O)(=O)N1c1c3cc(Cl)ccc3n(C)c1,,
232,O=C1N(C)C(CCCc2cc3c(cc2)cc(CCO)s3)NC1=O,,
233,CN1CCC(CN2C[C@H](Cc3c(F)ccc(F)c3)C[C@]c2=O)CC1=O,,
234,c1c2oc(-c3ccc[nH]c3=O)c(-n3c(=O)c4cscc4[nH]c3=O)c2ccc1,,
235,O=C(CC)Nc1cccc(S(c2ccc(C)cc2)CC(O)=O)c1,,
236,O1C2CCC(C1)N(c1cc(-c3cccc(F)c3)ns1)C(=O)C2=O,,
237,OCC#Cc1c2cc(S(O)(=O)=O)c(OC)cc2n2cc(C)c(C)cc12,,
238,C1CCCCCC1C(c1c(=O)[nH]ccc1)OCc1ccccc1NS(C)(=O)Cl,,
239,c1cc(Oc2ccc3c(n[nH]c3NC(=O)C3CCNC3=O)c2)ccn1,,
240,N(CCCO)(O)CCN1C(=O)c2cc(Cl)ccc2S1(=O)=O,,
241,[nH]1c2c(O)cc(CCC)c(SCc3ccnc(OC)c3)c1c2=O,,
242,C1C(C2=C(C(O)=O)[C@H](C(=O)Nc3cc(N)cc(Cl)c3)CS2)=CCCCC1,,
243,N1CCN(c2nc3nc(C4CC4)ccc3s2)CC1=O,,
244,C1[CH](N(Cc2cccnc2)S(=O)(=O)c2ccc(Cl)cc2)C(=O)O1,,
245,O=C(O)c1c(C2CC2)c(CC(=O)N2C[C@](C)C[nH](C)C2=O)ccc1,,
246,C(CC(CCN1CC2CCCCC2)(O)C1)C(F)(F)F,,
247,c1cccc(-c2c(-c3ccccc3)c(C(=O)O)c3c(n2)cccc3)c1Cl,,
248,C1CN(SC2=CS(=O)(=O)c3cc(C4CC4)ccc3N2)CC(=O)C1,,
249,C1N(CCC(CCC(NC(C)(C)C)=O)C[C@H](C)C)S(=O)(=O)c1=O,,
250,C1C(NC(Nc2cccc(Br)c2)CC(=O)NC)=NS(=O)(=O)c1,,
251,OC(=O)CCC(=O)N(c1c(F)ccc(F)c1)C(Cc1ccccc1)=O,,
252,c1cc(Oc2c(Br)ccc(O)c2Cl)c2c(c1)cccc2,,
253,FC(F)(F)C1(C#CC2CC2)S(=O)(=O)N=Cn2ccc(Cl)c21,,
254,C(C1OC)scc1N(Cc1ccc(F)cc1)C(Cc1ccccc1)=O,,
255,S1OC(Nc2cc(CC(=O)O)cc(CC)c2-c2ccc(F)cc2)OS(F)c(=O)O1,,
256,c1cc(-c2ccccn2)ccc1CN1C(C(=O)O)Cc2c(Cl)cccc21,,
257,OC(=O)Cc1cc(CC(Cc2ccccc2)N)cc(Cc2ccc[nH]2)c1,,
258,S1(=O)(=O)CC2(S(=O)(=O)c3ccc(C)cc3)C(CCC)Nc1NCCN2,,
259,N(C(Cc1ccccc1)C(=O)O)C(Cc1c(C)cccc1)C(Cc1ccccc1)NC,,
260,C1(C2=C=CS(=O)(=O)N=C1c1cc(-c3ccc[nH]c3=O)nc(C3CC(C)c3)c1)cc2,,
261,c1cc(Br)c(Cl)c(F)c1CC(O)=O,,
262,C(c1ccc(CC(=O)NC2c3ccccc3CC2O)cc1)=O,,
263,c1cc(Oc2ccc(C(=O)O)c(F)c2)ccc1NS(C)(=O)=O,,
264,O1C2OCC(C2)(C)C2CC(C(C(F)(F)F)NCC2)CC1,,
265,C1NC(c2c(NS(=O)(=O)c3ccccc3)c3c(cc2)cccc3)NC1=O,,
266,C1(C2CCCC2)NC(=O)c2cccc(Cl)c2C1=O,,
267,C1N(c2ccc(NC(N)=O)cc2)C(=O)Nc2ccc(N)cc21,,
268,c1cc(C2=Nc3ncc(C)cc3C(O)C2)ccc1Oc1ccc(C(=O)O)s1,,
269,c1(S(CC)(=O)=O)c(F)cc1CN1c2ccccc2CS1(=O)=O,,
270,c1c(Oc2ccc(C)c(NC(O)C3CC3)c2)cc(NC(=O)C(C)C)cc1Cl,,
271,C1C2C(CCC(NC(C3CC3)CCC)O1)NC(=O)C2=O,,
272,C1CCC2CCCN(S(c3c(F)cccc3)Cc3cc(F)ccc3)C21,,
273,c1(N2CCC3(N(CCO)CCO3)CC2)cc(-c2c(=O)n(Cc3ccccc3)c2N)[nH]c1,,
274,C1CCN(S(=O)(=O)c2cccnc2)c2cc(Cl)c(C)cc2C1,,
275,C1cc(-c2sc3c(c2)c(C(=O)N2CCOCC2)c(C(=O)O)s3)s1,,
276,c1(C(=O)O)C(OC(=O)C(=O)c1cccc(Br)c1)(O)Cc(N)cn1,,
277,C12CC(c3cc(Cl)c(Cl)cc3)CCC(C(=O)O1)C2,,
278,O1CN(S(=O)(=O)c2ccc(C#CCCO)s2)CC(N2CCOCC2)C1,,
279,c1c(S(=O)(=O)NC2c3cc(N(CC)C(=O)NCCNC)ccc3CN2)cc1,,
280,c1ccccc1C(c1ccc3c(c1)cc(C(=O)O)cc3)Nc1ccccc1,,
281,N(C(c1cc(-c2ccccc2)cc(N)c1C(Cc1ccc(C(NC)=O)o1)NC)O)N(CC),,
282,c1cc(Oc2cc(C(NC)=O)ncc2)ccc1NC(=O)Nc1c(F)cccc1,,
283,c1cc(Cl)c2c(c1)c(C1=Nc3ccccc3S(=O)(=O)N1)ccc2Cl,,
284,Cc1sc2c(c1C)c(-c1ccccc1)c(CC(=O)NC1CC1)c(=O)n2C,,
285,c1cc(F)ccc1CN1[C@@H](CO)CC(CCC(=O)O)C1(C)NC(=O)Cl,,
286,c1cc2c(cc1NC(NC(=O)OC)OCC2)NC(c1ccccc1Cl)=O,,
287,c1(C(c2nc3c(s2)CS(=O)(=O)CN3)O)cccc(NC(=O)CO)c1,,
288,c1c(C)c(C(F)(F)F)cc(NS(=O)(=O)c2ccc(C(F)(F)F)s2)c1,,
289,c1ccc(-c2cc(N(S(C)(=O)=O)C)c(NC)cc2Br)cc1,,
